language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kamw1239,-,-,-,d,z,i,b,3,-,-
psik1239,-,-,-,d,z,3,v,3,-,-
lama1288,-,-,-,d,z,3,v,o,-,-
nyim1251,k,h,a,r,-,-,-,-,-,-
dugw1239,-,-,-,l,-,-,-,a,y,-
dugw1239,-,-,a,h,-,-,-,a,r,-
gemz1238,-,-,a,h,-,-,-,a,r,-
mbuk1243,-,-,a,l,-,-,-,a,y,-
nort3047,-,-,-,h,-,-,-,a,n,-
buwa1243,-,-,-,r,-,-,-,o,-,-
gava1241,-,-,-,r,-,-,-,o,-,-
mbed1242,n,d,3,r,-,-,-,a,-,-
mbar1260,-,-,-,s,-,-,-,e,-,-
budu1265,-,-,-,y,-,i,m,a,y,-
kanu1281,m,-,u,s,-,-,k,o,-,-
lagw1237,-,-,-,L,-,-,-,a,d,3
mser1242,-,-,-,s,-,-,-,e,d,-
afad1236,-,-,-,L,-,-,-,e,-,-
mpad1242,-,-,-,S,-,-,-,e,-,-
malg1250,-,-,-,L,-,-,-,e,-,-
chad1249,-,-,-,-,-,-,-,i,d,-
zina1234,-,-,-,f,-,-,-,3,n,a
maje1243,-,-,-,s,-,-,-,e,-,-
marg1265,t,-,-,s,-,-,-,i,-,-
marg1266,t,-,-,s,-,-,-,i,-,-
bata1314,t,-,3,f,-,-,-,e,-,-
