language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
nyim1251,-,-,g,a,b,-,a,-,-,-
dugw1239,-,-,-,-,b,-,a,r,a,m
dugw1239,-,-,-,-,b,-,a,r,a,m
gemz1238,-,-,-,-,b,-,a,r,a,m
gemz1238,-,-,-,-,b,-,a,r,a,m
nort3047,-,-,-,-,h,-,a,g,a,m
cuvo1236,-,-,L,a,b,-,a,-,-,-
buwa1243,-,-,d,3,v,-,o,r,-,-
gava1241,-,-,d,3,v,-,3,r,-,-
mbed1242,-,-,d,3,v,-,3,r,-,-
kanu1281,-,-,b,a,n,-,o,-,-,-
lagw1237,-,-,g,a,m,-,-,-,-,-
mser1242,-,-,g,a,m,-,-,-,-,-
afad1236,-,-,d,a,m,-,o,-,-,-
mpad1242,-,-,d,o,m,-,o,-,-,-
malg1250,-,-,d,3,g,-,3,l,a,-
chad1249,k,a,d,a,n,g,a,-,-,-
