language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
muya1243,-,-,m,u,h,-,u,-,n,-,y,u,v,-,-
muya1243,-,-,g,-,-,-,u,-,L,3,b,u,T,-,-
muya1243,-,-,T,-,-,-,u,-,-,-,k,u,p,-,-
wuzl1236,-,-,k,-,-,-,u,t,s,e,p,e,N,-,-
dugw1239,-,-,m,-,-,-,3,-,-,-,b,e,t,e,y
mbuk1243,-,-,p,-,-,-,o,-,-,-,p,o,-,-,-
mbuk1243,-,-,m,-,-,-,u,-,m,-,b,o,f,-,-
cuvo1236,-,-,m,e,N,g,e,-,-,-,w,e,y,-,-
buwa1243,-,-,h,-,-,-,u,-,-,-,b,o,f,-,-
gava1241,-,-,h,-,-,-,u,-,-,-,b,3,f,-,-
mbed1242,m,u,g,-,-,-,u,-,-,-,g,u,f,-,-
kamw1239,-,-,p,-,-,-,-,-,-,-,w,o,-,-,-
lagw1237,m,a,k,-,-,-,a,-,-,-,p,u,-,-,-
mser1242,-,-,g,i,t,-,3,-,s,-,7,e,-,-,-
mpad1242,-,-,T,-,-,-,i,-,-,-,p,u,-,-,-
bata1314,-,-,p,w,-,-,a,-,-,-,p,u,l,e,-
