language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
kamw1239,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,u,-,d,-,i,n,g,-
nyim1251,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,r,-,u,m,-,-
molo1266,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,3,-,r,k,a,-,y,-
dugw1239,-,-,-,-,-,-,-,-,m,3,d,-,u,k,-,w,-,e,-,N,g,u,-,r,m,e,T,-,-
mere1246,-,-,-,-,-,-,-,-,-,-,d,-,u,k,-,-,-,-,-,-,g,u,-,r,m,e,t,s,-
gemz1238,-,-,-,-,-,-,-,-,m,e,d,-,u,k,-,w,-,e,-,-,g,u,-,r,m,e,t,s,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,d,-,3,k,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,d,-,u,k,-,w,-,-,-,-,-,-,-,-,-,e,-,-,-
nort3047,g,i,r,d,e,-,-,-,m,i,l,-,i,-,-,w,-,-,-,-,-,-,-,-,-,e,-,s,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,k,a,-,r,d,a,-,-,-
buwa1243,g,3,l,-,e,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,g,-,l,-,i,b,-,-,m,o,t,-,i,k,-,w,S,i,-,-,-,-,-,-,m,-,-,-,-
mbed1242,-,-,r,-,e,b,b,3,m,a,l,-,o,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,-,-,-,-,x,-,3,-,-,L,-,e,l,n,z,3,-,z,-,e,h,e,-
mser1242,-,-,-,-,-,-,-,-,-,-,s,-,e,-,-,-,-,e,-,n,z,i,-,z,-,e,t,3,n
afad1236,-,-,-,-,-,-,-,-,-,-,L,7,3,g,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,S,-,i,g,o,l,-,e,-,n,s,3,n,s,-,e,t,3,n
