language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
gemz1238,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,e,-,-
mbuk1243,-,-,-,-,-,-,-,-,l,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,o,-,-
nort3047,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,m,o,-,T
cuvo1236,-,-,-,-,-,-,-,-,d,-,a,-,-,-,-,-,m,b,a,-,-,-,-,-,r,-,-,-,-,-,-,-,L,-,-,a,-,-
buwa1243,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,m,e,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,-,-,-,-,-,-,b,l,o,-,-,-,-,-,g,w,o,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,o,-,-
mbed1242,-,-,-,-,-,-,-,-,m,-,3,-,-,-,-,-,-,m,i,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-
kanu1281,n,g,a,m,b,o,w,o,l,-,o,-,-,-,-,-,-,b,o,-,-,w,-,o,l,-,-,-,-,-,-,-,-,-,-,o,-,-
kanu1281,-,z,a,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,r,-,-,-,-,-,-,-,m,-,-,a,-,-
lagw1237,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,3,-,-,x,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-
afad1236,-,-,-,-,b,o,g,o,l,-,o,-,-,-,-,-,-,b,o,-,-,g,-,o,l,-,-,-,-,-,-,-,-,-,-,o,-,-
mpad1242,-,-,-,-,b,o,g,o,l,-,o,-,-,-,-,-,-,b,o,-,-,g,-,o,l,-,-,-,-,-,-,-,-,-,-,o,-,-
mpad1242,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,t,-,-,-,-,-,-,-,-,-,-,3,-,-
masl1241,-,-,-,-,m,-,-,a,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-
maje1243,-,-,-,-,-,-,-,a,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,l,-,-,-,-,-,-,-,-,-,-,e,-,-
marg1265,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-
marg1266,-,-,-,-,-,-,k,-,l,-,i,-,-,-,-,-,-,k,3,n,-,-,-,-,d,-,-,-,-,-,-,-,z,-,-,i,n,g
bata1314,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-
dghw1239,-,-,-,-,-,-,-,-,b,-,u,-,-,-,-,N,g,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
