language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
kamw1239,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-,-,g,w,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-
suku1272,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-,-,g,w,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,k
lama1288,-,-,-,-,-,-,-,-,p,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
nyim1251,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,g,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,n
molo1266,-,-,-,-,-,-,-,-,m,-,e,d,e,l,e,n,g,w,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-
muya1243,-,-,-,-,-,-,-,-,m,-,o,-,-,-,-,-,-,v,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-
muya1243,-,-,-,-,-,-,-,-,m,-,o,-,-,-,-,-,-,v,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-
muya1243,-,-,-,-,-,-,-,-,b,-,o,-,-,-,-,-,-,b,o,-,-,g,-,3,d,-,-,-,-,-,-,o,k,o,n,i,-,-
muya1243,-,-,-,-,-,-,-,-,b,-,o,-,-,-,-,-,-,b,o,-,-,g,-,3,d,-,-,-,-,-,-,o,k,o,n,i,-,-
wuzl1236,-,g,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,i,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-
wuzl1236,-,-,-,-,-,-,-,-,m,-,3,-,-,-,-,-,-,v,3,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-
wuzl1236,-,-,-,-,-,-,-,-,m,-,3,-,-,-,-,-,-,v,3,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-
vame1236,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,b,a,l,a,g,w,a,d,-,-,-,-,-,-,-,-,-,-,a,-,-
dugw1239,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-,-,-,v,a,-,-,-,-,-,r,-,-,-,-,y,p,e,L,-,-,-,-,-
mere1246,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-,-,-,v,a,-,-,-,-,-,r,d,z,i,d,z,-,e,g,-,-,e,-,-
mere1246,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-,-,-,v,a,-,-,-,-,-,r,d,z,i,d,z,-,e,g,-,-,e,-,-
