language,x1,x2,x3,x4,x5,x6,x7,x8
wuzl1236,-,a,-,t,-,-,a,-
vame1236,-,-,-,d,-,-,a,-
mbuk1243,-,-,-,t,i,n,e,-
mbuk1243,-,-,-,t,i,n,e,n
cuvo1236,-,-,-,T,-,-,e,N
cuvo1236,-,a,-,T,-,-,a,-
gava1241,-,-,-,-,-,-,o,-
kamw1239,-,-,-,h,-,-,a,-
psik1239,-,-,-,x,-,-,e,-
suku1272,-,-,-,t,-,-,a,-
mpad1242,-,-,-,-,-,-,i,-
mpad1242,-,-,-,-,-,-,i,-
marg1266,n,a,n,d,-,-,a,-
dghw1239,-,-,-,t,3,r,e,-
