language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
molo1266,-,-,-,s,3,k,o,m,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,s,3,k,u,m,o,-,r,-,-,u,-,-,-
muya1243,-,-,-,s,3,k,u,m,o,-,r,-,-,u,-,-,-
wuzl1236,-,d,-,z,a,-,-,-,-,-,r,-,-,a,-,-,-
vame1236,-,-,-,s,3,-,-,m,3,-,l,-,-,a,-,-,-
dugw1239,m,-,3,p,-,-,-,-,3,-,l,-,-,a,h,a,y
mere1246,-,-,-,k,-,-,-,-,a,-,l,-,-,-,h,a,-
nort3047,n,g,i,h,-,-,-,-,i,-,d,-,-,3,k,-,-
cuvo1236,-,-,-,v,-,-,-,-,3,-,l,-,-,a,-,-,-
buwa1243,-,-,-,-,-,-,-,b,e,-,r,-,-,-,-,-,-
buwa1243,-,-,-,s,3,k,o,m,-,-,-,-,-,-,-,-,-
gava1241,-,-,-,-,-,-,-,b,e,-,r,-,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,b,e,-,r,u,n,a,h,u,-
kamw1239,-,-,-,p,-,-,-,-,a,n,t,-,-,3,-,-,-
psik1239,-,-,-,p,-,-,-,-,a,m,t,-,-,3,-,-,-
lagw1237,-,-,-,g,u,-,i,w,u,-,n,-,-,-,-,-,-
mser1242,-,-,-,-,-,-,-,w,i,-,d,-,-,a,-,-,-
afad1236,-,-,-,d,3,-,-,w,o,-,l,-,-,o,-,-,-
mpad1242,-,-,-,d,3,-,-,w,o,-,d,-,-,o,-,-,-
malg1250,-,-,-,-,-,-,-,w,i,-,-,-,-,-,-,-,-
budu1265,-,-,-,-,-,-,-,w,3,-,y,-,-,-,-,-,-
chad1249,-,-,-,T,-,-,-,-,a,-,r,-,-,a,-,-,-
