language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,-,-,-,-,-,b,a,h,-,-,-,-,-
muya1243,-,-,d,-,3,m,3,k,-,-,-,-,-
wuzl1236,-,-,t,-,-,-,3,f,-,-,-,-,-
vame1236,-,-,-,-,-,b,u,h,w,i,y,a,-
dugw1239,m,3,t,-,3,f,e,y,-,-,-,-,-
mere1246,m,-,-,-,-,b,a,l,-,-,-,a,-
nort3047,-,-,t,-,u,f,a,g,w,-,-,a,f
mbuk1243,-,-,m,-,-,b,a,l,-,-,-,a,y
mbuk1243,-,-,t,-,-,-,-,-,-,-,-,a,m
cuvo1236,-,-,d,-,-,-,a,k,-,-,-,a,-
buwa1243,N,-,t,-,o,v,-,-,-,-,-,-,-
gava1241,N,-,t,-,3,v,-,-,-,-,-,-,-
mbed1242,-,-,t,-,i,f,-,-,-,-,-,-,-
lagw1237,-,-,s,b,a,w,u,-,-,-,-,-,n
mser1242,-,-,s,-,a,b,3,-,-,-,-,-,-
afad1236,-,-,-,-,-,b,3,-,-,-,-,-,-
mpad1242,-,-,h,-,a,b,u,-,-,-,-,-,-
malg1250,-,-,-,-,-,b,3,w,-,-,-,u,n
budu1265,-,-,x,-,-,-,3,-,-,-,-,-,-
mbar1260,-,-,z,-,-,-,i,k,-,-,-,-,-
bata1314,-,-,d,-,i,y,a,-,-,-,-,-,-
dghw1239,-,-,t,-,-,-,a,x,-,-,-,a,-
