language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
wuzl1236,-,-,-,-,-,-,-,-,a,-,-,-,-,L,-,a,-,-,k,a,l,m,a,m,-,a,N,-
dugw1239,-,-,-,-,N,-,g,w,o,-,-,-,-,s,L,a,-,-,k,a,l,-,a,r,-,a,y,-
mere1246,-,-,-,-,N,-,g,w,a,-,-,-,-,s,m,a,-,-,p,3,l,-,e,z,-,a,l,-
nort3047,-,-,-,-,m,i,g,-,i,-,-,-,-,-,m,-,-,-,-,a,d,-,a,m,-,a,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,3,r,l,a,y,-
cuvo1236,-,-,-,-,b,-,-,-,a,-,-,-,-,r,-,-,-,-,v,3,l,-,-,-,-,a,-,-
buwa1243,-,-,-,-,m,-,-,-,o,-,-,-,-,l,-,o,m,e,z,e,r,-,-,-,-,e,f,-
gava1241,-,-,-,-,k,-,-,-,o,-,-,-,-,r,-,o,-,-,-,-,-,-,-,-,-,-,w,o
mbed1242,-,-,-,-,b,-,-,-,u,-,-,-,-,r,-,-,-,-,v,3,l,-,-,-,-,a,-,-
kamw1239,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,r,-
lagw1237,-,-,-,-,m,-,-,-,3,-,-,-,-,z,-,3,-,-,n,3,n,-,-,-,-,-,-,-
mser1242,-,-,-,-,m,-,-,-,-,-,-,-,-,z,-,-,-,-,-,a,r,-,-,-,-,-,-,-
afad1236,g,3,r,3,m,-,-,-,-,-,-,-,-,d,-,a,-,-,b,a,r,-,-,-,-,i,-,-
mpad1242,-,-,-,-,m,-,-,-,a,n,i,n,-,z,-,-,-,-,-,3,n,-,-,-,-,a,-,-
mpad1242,-,-,-,-,m,-,-,-,a,n,i,k,u,s,-,-,-,-,-,u,r,-,-,-,-,-,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,a,n,-,-,-,-,i,-,-
maje1243,-,-,-,-,m,-,-,-,3,-,-,-,-,y,-,-,-,-,-,3,n,-,-,-,-,3,N,-
chad1249,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,i,n,-,-,-,-,a,-,-
