language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
molo1266,-,-,-,-,m,e,d,e,-,m,-,-,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,-,-,m,3,L,3,-,m,o,g,u,b,a,g,u,b,-,-,a,r
dugw1239,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,w,-,-,a,-
nort3047,d,i,d,e,m,i,z,i,-,-,-,-,-,-,-,-,-,l,-,-,e,n
cuvo1236,-,-,-,-,m,e,s,e,-,-,-,-,-,-,-,-,-,y,-,-,-,-
gava1241,-,-,-,-,-,-,T,o,-,N,-,-,-,-,-,-,-,y,-,-,o,k
mbed1242,-,-,-,-,-,-,s,u,-,k,-,-,-,-,-,-,u,l,-,-,a,h
kamw1239,-,-,-,-,m,3,k,o,-,k,-,-,-,-,-,-,3,z,-,i,o,-
lagw1237,-,-,-,-,b,3,l,a,e,d,-,-,-,-,-,-,i,y,-,-,e,-
mser1242,-,-,-,-,p,a,b,a,-,-,-,-,-,-,-,-,-,s,k,w,e,-
afad1236,-,-,-,-,m,e,s,3,-,m,-,-,-,-,-,-,t,s,-,-,e,-
mpad1242,-,-,-,-,-,-,k,3,-,-,-,-,-,-,-,-,-,s,-,-,e,y
malg1250,-,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-,y,-,-,a,-
budu1265,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,-,-,-,-,-,i,-
maje1243,-,-,-,-,y,i,7,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
