language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
dugw1239,-,-,-,-,b,3,-,b,e,d,-,-,-,a,r,a,N
mere1246,m,e,z,e,b,e,k,w,e,d,e,k,h,e,r,e,-
mere1246,m,e,z,e,b,e,k,w,e,d,e,k,h,e,r,e,-
nort3047,-,-,-,-,b,a,-,h,-,-,-,-,-,a,r,a,N
cuvo1236,-,-,-,-,m,3,-,L,e,-,-,-,-,a,n,a,-
buwa1243,-,-,-,-,p,e,-,p,e,d,e,k,-,-,-,-,-
gava1241,-,-,-,-,p,-,-,-,e,d,e,k,-,-,-,-,-
mbed1242,k,-,y,k,y,-,-,-,-,d,e,k,-,-,-,-,-
lagw1237,-,-,-,-,p,-,-,-,a,w,-,-,-,-,-,-,-
mser1242,-,-,-,-,p,-,-,-,o,w,-,-,-,-,-,-,-
afad1236,-,-,-,-,b,-,-,-,3,r,-,-,-,-,d,i,-
mpad1242,n,-,g,a,b,-,-,-,a,-,-,-,-,-,-,-,-
malg1250,-,-,y,a,b,-,-,-,3,r,-,-,-,-,d,3,-
budu1265,-,-,-,-,b,-,-,u,3,l,-,-,-,-,-,-,-
maje1243,-,-,-,-,p,-,-,s,a,k,-,-,-,-,-,3,-
chad1249,-,-,-,a,b,-,-,y,a,d,-,-,-,-,-,-,-
