language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
molo1266,-,-,z,-,3,-,-,-,r,a,k,a,-,-
vame1236,-,-,L,-,a,-,-,-,r,-,-,a,-,-
vame1236,-,-,h,-,u,-,-,-,w,-,-,a,-,-
dugw1239,m,3,g,-,a,-,-,-,y,-,-,a,m,-
dugw1239,-,-,g,-,o,-,-,-,y,-,-,a,m,-
nort3047,-,-,m,-,3,-,-,-,z,-,-,a,w,-
mbuk1243,d,a,w,-,a,-,-,-,y,-,-,a,n,-
cuvo1236,-,-,w,-,a,-,-,-,y,-,-,a,m,-
buwa1243,-,-,L,-,o,-,-,-,L,-,-,o,r,-
gava1241,-,-,L,-,o,-,-,-,L,-,-,3,r,-
mbed1242,-,-,l,-,a,-,-,-,k,-,-,o,t,-
kamw1239,-,-,h,-,3,-,-,-,l,-,-,3,-,-
psik1239,-,-,x,-,u,-,-,-,l,-,-,u,-,-
psik1239,-,-,g,-,w,-,-,-,-,-,-,a,-,-
lagw1237,-,-,-,-,-,-,-,-,l,3,g,3,m,i
mser1242,-,-,-,-,-,-,-,-,l,-,-,a,m,-
afad1236,-,-,h,-,3,-,-,-,l,-,-,a,m,-
mpad1242,-,-,g,-,e,y,g,u,l,-,-,o,-,-
mpad1242,-,-,-,-,-,-,-,-,l,-,-,a,m,-
malg1250,-,-,-,-,-,-,-,-,l,-,-,a,m,-
maje1243,-,-,-,-,u,-,-,-,r,-,-,e,-,-
mbar1260,-,-,-,-,-,-,-,-,r,-,-,e,-,-
marg1265,-,-,d,-,3,-,-,-,l,-,-,-,-,-
marg1266,-,-,d,-,3,-,-,-,l,-,-,-,-,-
bata1314,-,-,g,b,i,-,-,-,n,-,w,e,-,-
