language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
molo1266,-,-,-,-,-,-,-,-,e,L,-,-,e,k,-,-,-,-,-,e,-,d,-
wuzl1236,m,-,-,-,-,-,-,-,a,N,-,-,-,g,w,-,a,t,s,e,-,k,-
wuzl1236,-,-,-,-,-,-,-,-,a,N,-,-,-,g,w,-,-,-,-,e,-,T,-
vame1236,S,-,-,-,-,-,-,-,3,-,-,-,-,-,b,-,-,t,-,e,-,k,-
dugw1239,-,-,-,-,-,-,-,-,a,N,-,-,-,g,w,-,-,-,-,e,-,T,-
mere1246,m,3,k,w,e,s,i,m,a,n,d,z,e,k,w,-,-,-,-,e,-,r,-
mere1246,m,3,k,w,e,s,i,m,a,n,d,z,e,k,w,-,-,-,-,e,-,r,-
nort3047,-,-,-,-,-,L,-,-,a,-,-,-,-,r,-,-,-,-,-,a,-,-,-
cuvo1236,p,-,-,-,e,-,-,p,-,-,-,-,e,k,w,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,-,-,N,-,-,-,g,-,-,-,-,-,e,-,f,-
gava1241,-,-,-,-,-,-,-,-,-,d,-,z,3,g,u,-,-,d,p,o,-,p,o
mbed1242,-,-,-,-,-,-,-,-,-,N,-,-,-,g,-,-,-,-,-,e,-,f,-
bald1241,-,-,-,-,-,-,-,-,-,-,-,-,-,g,u,z,o,d,-,E,i,N,-
kamw1239,-,-,-,b,-,-,-,-,i,d,-,-,-,z,-,-,-,-,-,i,-,-,-
lagw1237,m,-,-,-,-,p,-,-,3,L,-,-,-,h,-,-,-,-,-,a,-,-,-
mser1242,-,-,-,-,-,s,-,-,3,r,-,-,-,k,-,-,-,-,-,3,-,r,-
afad1236,f,-,-,-,-,t,-,-,a,-,-,-,-,g,-,-,-,-,-,o,-,-,-
mpad1242,f,-,-,-,-,-,-,-,a,s,-,-,-,k,-,-,-,-,-,e,-,-,-
malg1250,m,-,-,-,-,s,-,-,3,-,-,-,-,g,-,-,-,-,-,3,-,-,-
maje1243,-,-,-,-,-,s,-,-,i,-,-,-,-,f,-,-,-,-,-,a,-,-,-
mbar1260,p,-,-,-,-,-,-,-,a,t,-,-,-,-,-,-,-,-,-,a,-,-,-
dghw1239,-,-,-,-,-,-,-,-,-,-,-,-,-,k,u,-,-,t,-,e,-,-,-
