language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
muya1243,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,v,o,y,o,m
muya1243,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,v,o,y,o,m
wuzl1236,-,-,-,-,-,-,-,-,a,-,-,-,d,-,a,v,o,-,-,-
wuzl1236,-,-,-,-,-,-,-,-,a,-,-,-,d,-,a,v,o,-,-,-
dugw1239,-,-,-,-,w,-,-,-,a,-,n,-,d,-,a,v,-,-,-,-
mere1246,-,-,-,-,w,-,-,-,a,-,n,-,d,-,a,v,-,-,-,-
mere1246,-,-,-,-,w,-,-,-,a,-,n,-,d,-,a,v,-,-,-,-
nort3047,-,-,-,-,m,-,-,-,a,-,n,-,d,-,a,f,-,-,-,-
mbuk1243,-,-,-,-,L,-,-,-,e,-,t,i,t,-,e,w,-,-,-,-
cuvo1236,-,-,-,-,m,-,-,-,e,-,n,-,-,-,e,y,-,-,-,-
buwa1243,-,-,-,-,m,-,-,-,o,-,n,-,d,-,3,v,o,-,-,n
gava1241,-,-,-,-,m,-,-,-,o,-,n,-,d,-,3,v,o,-,-,n
mbed1242,-,-,-,-,m,-,-,-,3,-,n,-,d,-,e,v,e,-,-,N
kamw1239,-,-,-,-,v,-,-,-,i,-,-,-,r,-,a,-,-,-,-,-
suku1272,-,-,-,-,v,-,-,-,3,-,-,-,l,y,a,-,-,-,-,-
lagw1237,t,r,u,a,t,-,-,-,a,-,n,-,d,-,-,-,e,-,-,-
mser1242,-,-,-,-,m,-,-,-,a,-,-,-,g,-,-,-,o,-,-,-
afad1236,-,-,-,-,m,t,-,s,3,-,-,-,l,-,-,w,o,-,-,-
mpad1242,-,-,-,-,m,-,-,s,3,-,-,-,l,-,-,w,o,-,-,-
malg1250,-,-,-,-,m,-,-,s,3,-,-,-,l,-,-,w,a,-,-,-
masl1241,-,-,-,-,m,-,-,s,3,-,-,-,l,-,-,w,o,-,-,-
mbar1260,-,-,-,-,m,-,-,-,u,-,-,-,d,-,i,v,a,-,-,y
chad1249,-,-,-,-,-,-,-,-,a,r,n,-,-,-,a,b,-,-,-,-
gaan1243,-,-,-,-,m,b,u,k,o,m,n,-,d,-,a,-,-,-,-,-
