language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
molo1266,-,-,-,-,-,-,-,-,-,-,-,d,-,3,n,-,-,3,y,a,-,-,-
wuzl1236,-,-,-,-,-,-,l,-,-,a,r,d,-,-,-,-,-,-,-,a,-,-,-
wuzl1236,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,y,a,-,-,-
vame1236,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,r,d,e
dugw1239,-,-,-,-,-,-,b,-,-,3,-,r,-,-,-,-,-,-,-,a,-,-,-
dugw1239,-,-,-,-,-,-,b,-,-,3,-,r,-,-,-,-,-,-,-,a,-,-,-
mere1246,m,3,n,d,z,i,b,-,-,3,-,r,-,-,-,-,-,-,-,a,-,-,-
nort3047,-,-,-,-,-,-,-,-,-,-,-,r,-,u,w,-,-,-,-,a,y,-,-
cuvo1236,-,-,-,-,-,-,v,a,v,a,-,r,-,-,-,-,-,-,-,a,-,-,-
mofu1248,-,-,-,-,-,-,b,-,-,3,-,l,-,-,-,-,-,-,-,a,-,-,-
buwa1243,-,-,-,-,-,-,-,-,-,-,-,m,-,o,n,-,h,o,y,o,-,-,k
gava1241,-,-,-,-,-,-,-,-,-,-,-,m,-,o,n,o,h,o,y,o,-,-,k
mbed1242,-,-,-,-,-,-,-,-,-,-,-,m,-,3,N,-,h,a,y,a,-,-,k
kamw1239,-,-,-,-,-,-,w,-,-,-,-,d,y,i,n,-,-,-,-,a,-,-,-
mser1242,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,-,a,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,y,a,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,-,a,-,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,-,a,-,-,-
masl1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-
budu1265,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,-,a,-,-,-
maje1243,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,i,-,a,-,-,-
chad1249,-,-,-,-,-,-,-,-,-,-,-,d,-,u,n,-,-,y,-,a,-,-,-
