language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
molo1266,-,-,-,-,-,-,-,-,-,-,-,-,k,a,L,-,-,-,-,-
molo1266,-,-,-,-,y,-,-,3,-,-,-,-,g,o,r,-,-,-,-,-
muya1243,-,-,-,-,s,-,-,3,-,-,-,-,k,-,-,-,-,-,-,-
wuzl1236,-,-,-,-,m,-,-,3,-,-,n,-,t,i,r,-,-,-,-,-
vame1236,-,a,r,i,s,-,-,a,-,-,-,-,p,a,s,-,-,-,-,-
dugw1239,-,-,-,-,m,-,-,a,-,-,-,-,b,a,y,-,-,-,-,-
mere1246,-,-,-,-,n,d,z,a,t,-,s,e,k,e,r,-,k,e,r,e
gemz1238,-,-,-,-,m,-,-,e,-,-,-,-,k,e,L,-,-,-,-,e
nort3047,-,-,-,-,y,-,-,i,g,i,n,a,g,o,d,-,-,-,-,-
cuvo1236,-,-,-,-,T,-,-,a,k,-,L,3,m,a,y,-,-,-,-,-
mbed1242,-,-,-,-,d,-,-,-,-,-,-,-,Z,3,d,-,-,-,-,-
lagw1237,-,-,-,-,d,e,l,a,-,-,n,-,g,a,l,-,l,3,g,e
mser1242,-,-,-,-,-,-,-,-,-,-,-,-,v,o,l,i,s,3,g,e
mpad1242,n,-,-,-,d,3,l,3,-,-,-,-,g,a,-,-,y,o,-,-
malg1250,f,i,-,-,d,3,s,a,-,-,-,-,g,a,-,-,-,-,-,-
