language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nyim1251,-,-,-,o,-,-,-,-,-,-,o,-
molo1266,-,-,-,e,-,-,-,-,-,h,e,-
muya1243,-,-,-,o,-,-,-,-,-,h,o,-
wuzl1236,-,-,-,a,-,-,-,-,-,g,a,-
vame1236,-,-,-,a,-,-,-,-,-,-,-,-
dugw1239,-,-,-,a,-,-,-,-,-,7,a,y
mere1246,-,-,-,a,d,z,i,m,i,b,a,y
gemz1238,-,-,-,a,-,-,-,-,-,7,a,y
gemz1238,-,-,-,a,-,-,-,-,-,7,a,y
mbuk1243,-,-,-,a,-,-,-,-,-,7,a,y
nort3047,k,3,n,a,-,-,-,-,-,t,a,-
cuvo1236,-,-,-,a,-,-,-,-,-,m,-,-
buwa1243,-,-,-,N,-,-,-,-,-,g,e,-
gava1241,-,-,-,o,-,-,-,-,-,g,3,-
mbed1242,-,-,-,a,-,-,-,-,-,h,a,-
mofu1248,-,-,-,-,-,-,-,-,-,7,a,-
mofu1248,-,-,-,-,-,-,-,-,-,7,a,-
budu1265,-,-,-,a,-,-,-,-,-,-,-,-
kanu1281,-,-,-,a,-,-,-,-,-,7,a,-
lagw1237,-,-,-,a,-,-,-,-,-,-,a,-
mser1242,-,-,-,a,-,-,-,-,-,-,a,-
mpad1242,-,-,-,a,-,-,-,-,-,-,a,-
malg1250,-,-,-,a,-,-,-,-,-,-,a,-
marg1265,-,-,-,a,-,-,-,-,-,7,a,-
