language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
dugw1239,-,-,-,-,L,3,k,a,r,a,y
mere1246,m,e,z,e,v,e,g,e,-,-,-
mere1246,-,-,h,a,L,3,k,a,-,-,-
gemz1238,-,-,h,a,L,3,k,a,-,-,-
nort3047,-,-,z,i,l,-,-,-,-,-,-
cuvo1236,m,-,-,u,l,-,-,a,-,-,-
cuvo1236,m,a,w,a,l,-,-,-,-,-,-
mbed1242,m,u,w,u,l,-,-,-,-,-,-
budu1265,-,-,b,-,-,-,-,i,-,-,-
kanu1281,k,-,w,a,n,-,g,a,-,-,-
lagw1237,-,-,m,-,-,-,-,e,n,-,i
mser1242,-,-,b,-,l,u,w,e,-,-,-
afad1236,-,-,-,-,s,a,w,e,-,-,-
mpad1242,-,-,b,-,l,o,s,e,-,-,-
malg1250,-,-,b,-,l,e,w,e,-,-,-
maje1243,-,-,g,-,-,a,z,e,-,-,-
