language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
dugw1239,-,-,-,-,-,a,z,-,-,e,-,u,t,-
mere1246,-,-,-,-,-,-,r,-,-,-,-,u,m,a
nort3047,-,-,-,-,-,-,z,i,w,e,-,-,t,-
cuvo1236,-,-,-,-,-,-,z,-,-,e,k,w,-,-
buwa1243,-,-,-,-,b,3,r,3,w,e,-,-,N,-
gava1241,-,-,-,k,w,o,-,-,p,o,-,-,-,-
mbed1242,t,s,a,k,-,a,r,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,l,i,g,e,-,-,-,-
mser1242,-,-,-,-,-,-,l,a,g,a,-,-,y,-
afad1236,-,-,-,-,-,-,l,a,h,e,-,-,-,-
mpad1242,-,-,-,-,-,-,l,-,-,e,-,-,y,-
malg1250,-,-,-,-,-,-,l,-,-,e,-,-,-,-
budu1265,-,-,-,-,-,a,l,-,-,a,-,-,-,-
chad1249,-,-,-,-,-,-,s,-,-,e,-,-,f,-
