language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,-,-,t,-,-,a,-,-,-,-,d,-,-
molo1266,m,-,b,-,-,a,-,-,-,-,L,-,-
molo1266,-,-,d,-,-,a,-,-,-,-,d,-,-
muya1243,-,-,d,-,-,3,-,-,-,-,d,-,-
muya1243,-,-,d,-,-,3,-,-,-,-,g,-,-
muya1243,n,-,d,-,-,e,-,-,-,-,l,e,y
wuzl1236,-,-,d,-,-,3,-,-,-,-,d,-,-
vame1236,-,-,t,-,-,a,-,-,-,-,N,a,-
mbuk1243,-,-,h,-,-,u,-,h,w,a,l,-,-
mbuk1243,n,-,d,-,-,3,-,-,-,-,d,-,-
mbuk1243,-,-,k,-,-,o,n,g,-,o,m,-,-
mbuk1243,-,-,p,-,-,3,-,p,-,a,s,-,-
mbuk1243,-,-,m,-,-,3,-,m,-,o,r,-,-
mbuk1243,-,-,L,-,-,a,-,h,-,a,y,-,-
bald1241,k,a,d,i,t,a,-,-,-,-,z,a,-
kamw1239,-,-,t,-,-,3,-,-,-,-,r,3,-
psik1239,-,-,m,-,-,3,-,-,-,-,-,-,-
psik1239,n,-,L,-,-,a,-,-,-,-,-,-,-
lama1288,-,-,d,-,-,3,-,-,-,-,d,a,-
mbar1260,-,-,L,-,-,a,-,-,-,-,-,-,-
bata1314,-,-,g,-,b,a,-,-,-,-,y,a,-
gaan1243,-,-,h,-,-,3,-,m,-,n,d,a,-
