language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
dugw1239,-,-,k,-,-,-,w,-,-,-,i,t,a,-
mere1246,m,e,k,-,e,m,b,-,e,-,y,-,e,w
nort3047,-,-,k,-,3,r,b,-,a,-,y,-,a,-
cuvo1236,-,-,k,-,a,-,k,-,a,-,y,-,a,h
buwa1243,-,-,g,w,o,N,k,w,o,-,y,-,o,h
gava1241,-,-,k,-,e,N,k,-,-,-,-,-,e,h
mbed1242,-,-,g,-,a,N,k,-,i,-,y,-,a,-
kamw1239,-,-,y,-,-,-,-,-,i,t,l,-,o,-
lagw1237,-,-,y,-,-,-,-,-,a,-,l,-,o,-
mser1242,-,-,y,-,-,-,-,-,a,-,l,-,o,-
afad1236,-,-,y,-,-,-,-,-,a,-,l,-,o,-
mpad1242,-,-,y,-,-,-,-,-,a,-,l,-,o,-
malg1250,-,-,y,-,-,-,-,-,a,-,l,-,o,-
haus1257,-,-,y,-,a,-,-,-,a,-,l,o,o,-
chad1249,-,-,b,-,-,-,-,-,a,-,r,z,i,n
