language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kamw1239,-,-,-,-,-,-,t,h,3,-,g,w,-,a,m,-,i,g,a,m,b,a
nyim1251,-,-,-,-,-,-,t,S,-,-,-,-,-,-,-,-,e,l,e,m,-,-
muya1243,-,-,-,-,-,-,k,w,e,-,l,-,-,e,m,-,e,r,i,-,-,-
wuzl1236,-,-,-,-,-,-,k,-,u,-,l,-,-,i,m,b,a,n,a,-,n,-
vame1236,-,-,-,-,-,-,k,-,3,-,r,t,s,u,w,-,e,-,-,-,-,-
dugw1239,-,-,-,-,-,-,m,-,3,N,g,-,-,-,-,-,a,z,a,-,w,-
mere1246,-,-,-,-,-,-,d,-,3,-,g,-,-,-,-,-,3,z,a,-,y,-
mbuk1243,-,-,-,-,-,-,m,-,3,n,g,-,-,-,-,-,a,z,a,-,w,-
mbuk1243,-,-,-,-,-,-,k,-,3,-,r,T,-,-,-,-,3,T,e,-,-,-
buwa1243,-,-,-,-,-,-,z,-,e,-,z,-,-,-,-,-,e,d,e,-,-,-
gava1241,-,-,-,-,-,-,Z,-,e,-,d,-,-,-,-,-,e,d,e,-,-,-
budu1265,-,-,-,-,-,-,k,-,u,n,y,-,-,-,-,-,i,r,-,-,-,-
kanu1281,-,-,-,-,-,-,k,-,3,n,z,-,-,-,-,-,3,r,-,-,-,-
lagw1237,-,-,-,-,-,-,k,-,o,-,r,-,-,-,-,-,-,l,o,-,-,-
mser1242,m,-,s,3,d,3,k,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
afad1236,b,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,t,o,-,-,-
mpad1242,b,i,s,-,-,-,k,-,o,-,r,-,-,-,-,-,-,l,o,-,m,-
malg1250,-,-,s,-,-,-,k,-,o,-,r,-,-,-,-,-,-,l,o,-,m,-
chad1249,-,-,z,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,a,-,f,-
maje1243,-,-,-,-,-,-,k,w,a,-,r,-,-,-,-,-,-,l,a,-,m,-
fula1264,-,-,-,-,-,-,t,-,i,-,r,-,-,-,-,-,-,-,e,-,w,a
