language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
kamw1239,-,-,m,b,3,-,-,g,w,o,y,a,-,-,-,-,k,-,-,a,n,k,-,-,-,-,a,-,-,-
suku1272,-,-,m,-,a,-,-,k,-,-,-,a,-,-,-,-,t,-,-,a,-,k,-,-,-,-,u,r,-,-
nyim1251,-,-,-,-,-,-,-,k,-,u,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
muya1243,-,-,m,-,-,-,-,-,-,-,-,i,-,-,-,-,T,-,-,-,-,k,-,-,-,-,3,r,-,-
wuzl1236,-,-,w,-,a,l,-,w,-,-,-,3,-,-,-,-,t,-,s,3,-,k,-,-,-,-,a,r,-,-
dugw1239,-,-,w,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,T,3,-,k,-,-,-,-,e,r,-,-
mere1246,m,a,y,-,-,-,-,-,-,-,-,i,m,-,a,n,d,-,z,e,-,k,-,-,-,w,e,r,-,-
gemz1238,-,-,m,-,-,-,-,-,-,-,-,e,-,-,-,n,d,-,z,e,-,k,-,-,-,w,e,r,-,-
mbuk1243,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,n,n,-,y,3,-,k,-,-,-,-,a,r,-,-
nort3047,-,-,k,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,T,i,-,k,-,-,-,-,a,r,-,-
cuvo1236,-,-,m,-,-,-,-,-,-,-,-,a,m,-,a,N,s,i,y,a,-,k,-,-,-,-,-,w,-,-
buwa1243,-,-,m,-,o,n,-,g,-,-,-,a,m,-,-,-,t,-,-,o,-,k,-,-,-,-,-,-,-,-
gava1241,-,-,m,-,o,n,o,g,-,-,-,o,m,-,-,-,t,-,-,o,-,k,-,-,-,-,-,-,-,-
mbed1242,-,-,m,-,3,N,-,g,-,-,-,a,m,-,-,-,t,-,-,a,-,k,-,-,-,-,-,-,-,-
mbar1260,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,u,-,g,-,-,-,-,u,r,-,-
budu1265,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,3,-,g,-,-,-,w,i,-,-,-
kanu1281,-,-,k,-,-,-,-,-,-,-,-,u,w,u,i,-,k,-,-,u,r,k,u,-,-,r,i,-,-,-
lagw1237,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,s,k,-,-,-,-,u,-,-,-
mser1242,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,s,k,-,-,-,-,u,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,s,k,u,3,l,g,3,r,3,m
malg1250,-,-,k,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,k,-,-,-,p,3,-,-,-
maje1243,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,-,a,r,-,-
marg1265,-,-,-,-,-,-,-,-,-,-,-,3,m,-,-,-,t,-,-,3,-,k,-,-,-,-,a,-,-,-
marg1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,k,-,-,-,-,a,-,-,-
kilb1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,g,-,-,-,-,a,-,-,-
