language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
molo1266,m,-,-,-,-,a,-,-,-,L,-,-,a,l,a,m,-,-
muya1243,m,-,-,-,-,o,-,-,-,L,-,-,o,l,o,m,-,-
muya1243,k,-,-,-,-,o,-,-,-,T,o,k,o,r,-,-,-,-
dugw1239,m,-,-,-,-,a,-,-,-,L,-,-,a,l,a,m,-,-
nort3047,m,-,-,-,-,a,-,-,-,L,-,-,a,l,a,m,-,-
mbuk1243,n,-,-,-,d,3,-,-,-,b,-,-,a,y,-,-,-,-
mbuk1243,m,-,-,-,-,a,-,-,-,L,-,-,a,l,a,m,-,-
mbuk1243,m,-,-,3,t,3,-,-,-,t,-,-,3,l,a,-,-,-
mbuk1243,n,-,-,-,d,a,-,-,-,b,-,-,a,y,-,-,-,-
cuvo1236,m,-,-,-,-,a,-,-,-,s,-,-,a,l,a,m,a,y
buwa1243,-,-,-,-,m,e,-,-,-,n,-,-,-,d,e,-,-,-
gava1241,s,o,l,o,b,3,-,-,-,w,-,-,-,d,3,w,-,-
mbed1242,m,-,-,-,b,a,-,-,-,-,-,-,-,r,a,y,-,-
kamw1239,k,-,-,-,-,a,-,-,-,f,-,-,a,y,i,-,-,-
lama1288,k,-,-,-,-,a,t,s,a,k,-,-,a,r,a,-,-,-
lagw1237,m,-,-,-,-,a,-,-,-,v,-,-,3,r,a,m,-,-
mser1242,k,-,-,-,-,a,-,-,-,S,-,-,a,g,a,r,-,-
afad1236,g,-,-,-,-,a,-,-,-,S,-,-,a,g,a,r,-,-
mpad1242,k,-,-,-,-,a,-,-,-,S,-,-,a,g,a,r,-,-
malg1250,g,-,-,-,-,-,-,-,-,-,-,-,e,g,a,r,-,-
chad1249,-,-,-,-,-,-,-,-,-,s,-,-,-,-,e,f,-,-
