language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
nyim1251,-,-,-,-,-,-,-,-,-,d,-,-,y,i,n,m,y,a,-,s,i,-,-,-,-,-,-
dugw1239,-,-,k,-,-,o,k,u,-,r,-,-,T,a,-,m,-,a,-,k,a,-,r,-,-,-,-
mere1246,-,-,k,u,r,o,k,u,-,r,o,t,s,a,-,m,-,a,h,k,a,-,r,-,-,-,-
gemz1238,-,d,z,-,-,3,k,-,-,-,-,t,s,a,-,m,-,a,-,k,a,-,r,-,-,-,-
nort3047,-,-,k,-,-,u,k,u,-,r,-,-,d,a,-,g,-,a,-,f,a,-,d,-,-,-,-
cuvo1236,-,-,k,w,-,a,k,w,a,r,-,-,T,a,-,h,-,-,-,k,a,-,r,-,-,-,-
buwa1243,-,-,r,-,-,o,-,-,-,d,-,-,z,a,-,m,-,a,x,k,o,-,t,-,-,-,-
gava1241,-,-,r,-,-,o,-,-,-,d,-,-,z,o,-,m,-,o,h,k,o,-,d,-,-,-,-
mbed1242,n,d,r,-,-,3,-,-,-,d,-,-,z,a,-,m,-,a,-,k,a,-,d,-,-,-,-
budu1265,-,-,h,-,-,3,-,-,-,-,-,-,k,a,-,n,-,-,-,x,o,-,x,k,u,3,-
kanu1281,-,-,f,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,k,-,u,-
lagw1237,-,-,t,-,-,3,-,-,-,-,-,-,k,3,-,m,-,-,-,g,a,-,d,-,-,e,-
mser1242,-,-,t,-,-,3,-,-,-,-,-,-,k,3,-,m,-,-,-,k,a,-,d,-,-,e,-
afad1236,-,-,d,-,-,3,-,-,-,-,-,-,g,3,-,n,-,-,-,g,a,-,d,-,-,e,-
mpad1242,m,-,b,-,-,3,-,-,-,-,-,-,l,o,-,s,-,-,-,k,a,-,d,-,-,e,-
malg1250,-,-,b,-,-,-,-,-,-,-,-,-,l,e,-,-,-,-,-,g,a,n,d,-,-,e,-
chad1249,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,a,-,n,-,-,i,n
