language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kamw1239,-,-,-,y,-,-,-,-,-,i,l,-,a,-
suku1272,-,-,-,-,-,-,-,-,-,-,n,-,a,s
lama1288,-,-,-,s,-,-,-,-,-,3,r,-,a,-
nyim1251,-,-,-,s,-,-,-,-,-,a,r,-,a,-
nyim1251,-,-,-,s,-,-,-,-,-,a,-,-,-,-
vame1236,-,-,-,s,-,-,-,-,-,3,l,-,a,y
dugw1239,-,-,-,s,-,-,-,-,-,e,k,-,-,-
dugw1239,-,-,a,s,-,-,-,-,-,e,k,-,-,-
mere1246,-,-,-,s,-,-,-,-,-,i,k,-,-,-
mere1246,-,-,a,s,-,-,-,-,-,e,k,-,-,-
gemz1238,-,-,a,s,-,-,-,-,-,e,k,-,-,-
gemz1238,-,-,-,s,-,-,-,-,-,e,k,-,-,-
mbuk1243,-,-,-,s,-,-,-,-,-,a,r,-,a,y
nort3047,-,-,-,s,-,-,-,-,-,a,r,-,-,-
cuvo1236,-,-,-,s,-,a,-,s,-,a,l,-,a,y
buwa1243,-,-,-,s,-,o,-,s,-,o,l,-,o,y
gava1241,-,-,-,s,k,o,N,g,-,o,l,-,o,N
mbed1242,N,g,a,s,-,-,-,-,-,-,-,-,-,-
bald1241,-,-,-,s,-,E,N,g,-,e,l,-,e,N
mbar1260,n,-,-,y,-,-,-,-,-,e,-,-,-,-
kanu1281,-,-,-,f,-,-,-,-,-,3,r,-,a,n
lagw1237,m,-,3,s,7,3,-,k,-,-,-,-,3,-
mser1242,-,-,-,m,-,a,-,g,-,-,l,-,a,-
afad1236,-,-,-,s,-,-,-,k,-,a,l,-,-,-
mpad1242,-,-,-,s,-,-,-,-,-,a,l,i,o,-
malg1250,-,-,-,d,-,3,-,g,b,3,l,-,-,-
chad1249,r,-,i,y,-,-,-,-,-,i,l,-,-,-
maje1243,d,-,u,s,-,-,-,-,-,e,-,-,-,-
marg1266,-,-,-,h,-,-,-,-,-,i,-,-,-,-
dghw1239,-,-,-,s,-,-,-,-,-,3,g,-,e,-
