language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
molo1266,k,3,r,s,-,-,-,-,-,-,-,-,-,-,o,y,-,-,-,-,-,-,-,-
wuzl1236,-,-,-,L,-,-,-,-,-,-,-,-,-,-,a,d,-,-,-,-,-,-,-,-
vame1236,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,t,-,-,-,-,a,-,-,-
dugw1239,m,3,-,p,-,-,-,-,-,-,-,-,-,-,e,t,-,-,-,-,e,y,-,-
nort3047,-,-,-,f,-,-,-,-,-,-,-,-,-,-,u,T,-,-,-,-,a,l,i,N
mbuk1243,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,d,-,-,-,-,a,y,-,-
cuvo1236,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,d,-,-,-,-,a,-,-,-
buwa1243,-,-,-,L,-,-,-,-,-,-,-,-,-,-,o,d,-,-,-,-,-,-,-,-
gava1241,-,-,-,L,-,-,-,-,-,-,-,-,-,-,o,d,-,-,-,-,-,-,-,-
mbed1242,k,3,-,f,-,-,-,-,-,-,-,-,-,-,a,d,-,-,-,-,-,-,-,-
kamw1239,t,-,-,s,-,-,-,-,-,-,-,-,-,-,a,l,e,n,k,w,a,-,-,-
lama1288,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,d,-,-,-,-,a,-,-,-
lagw1237,-,-,-,z,e,h,3,-,w,-,-,u,n,-,-,-,-,-,-,-,-,-,-,-
mser1242,-,-,-,t,-,-,-,-,-,-,-,o,n,-,-,g,-,-,-,o,o,-,-,-
afad1236,-,-,-,S,-,-,-,-,-,-,-,-,-,-,a,y,-,-,-,-,o,-,-,-
mpad1242,-,-,-,S,-,-,-,-,-,-,-,-,-,-,a,y,-,-,-,-,o,-,-,-
mpad1242,-,-,-,h,-,-,3,n,b,a,l,e,-,b,a,l,-,-,-,-,e,-,-,-
malg1250,-,-,-,s,-,-,u,-,w,e,d,3,n,g,a,y,-,-,-,-,a,-,-,-
bata1314,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
