language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
molo1266,-,e,-,z,-,e,-,w,-,-,-,-,e,d
wuzl1236,-,a,-,z,-,i,-,m,-,-,-,n,i,-
vame1236,-,a,-,z,-,a,r,k,-,-,-,-,e,-
dugw1239,-,a,-,z,-,e,-,w,-,-,-,-,e,d
mere1246,-,-,-,L,-,e,-,b,-,-,-,-,e,d
nort3047,-,a,-,z,-,e,-,w,-,-,-,-,e,d
mbuk1243,-,-,-,y,-,a,-,y,-,-,-,-,a,-
mbuk1243,-,-,-,-,-,-,-,m,a,t,a,t,a,l
mbuk1243,-,-,-,L,-,i,-,p,-,-,-,-,e,-
buwa1243,m,-,-,b,-,o,r,l,-,-,-,-,o,-
gava1241,m,o,-,b,-,o,k,w,-,-,-,-,-,-
mbed1242,-,-,-,s,-,3,-,r,-,-,-,-,3,k
bald1241,-,-,-,z,w,i,-,w,-,-,-,-,i,N
kamw1239,-,-,-,z,-,i,-,w,-,-,-,-,e,-
psik1239,-,-,-,z,-,3,-,w,-,-,-,-,3,-
lama1288,-,-,-,z,-,3,-,w,-,-,-,-,i,-
lagw1237,-,-,-,n,-,a,-,m,-,-,-,-,e,-
mser1242,-,a,-,r,-,a,-,m,-,-,-,-,-,-
afad1236,-,-,-,n,-,3,-,m,-,-,-,-,-,-
mpad1242,-,-,-,n,-,a,-,m,-,-,-,-,e,-
malg1250,-,-,-,l,-,a,-,m,-,-,-,-,e,-
budu1265,-,a,3,r,-,3,-,m,-,-,-,-,-,-
mbar1260,s,i,-,l,-,-,-,-,-,-,-,-,e,-
bata1314,-,-,-,s,-,a,m,w,-,-,-,-,a,-
bata1314,-,-,-,s,-,a,l,k,-,-,-,-,e,-
dghw1239,-,-,-,z,-,a,-,p,-,-,-,-,a,-
