language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
nyim1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,o,m,b,-,-,o,-,-,-
dugw1239,b,o,-,-,n,g,w,o,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-
gemz1238,m,a,-,-,L,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,m
gemz1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,u,-,b,-,-,a,-,-,-
nort3047,m,a,-,-,L,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,m
cuvo1236,m,a,w,a,z,a,w,a,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,a,-,-,-
buwa1243,m,-,-,-,-,-,-,e,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,e,-,-,-
gava1241,N,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,w
budu1265,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-
kanu1281,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-
lagw1237,m,-,-,-,-,-,-,a,-,r,3,m,m,e,s,3,r,-,-,-,-,-,-,a,w,u,n
mser1242,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,s,u,-,b,t,s,u,-,-,b
mpad1242,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-
malg1250,b,-,-,-,-,-,-,a,n,g,o,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-
haus1257,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,a,-,-,-,-,a,-,-,-
