language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
wuzl1236,-,-,-,-,g,u,b,a,r,-,g,-,-,a,y,-,-
dugw1239,-,-,-,-,z,-,-,e,l,-,-,-,-,-,-,-,-
dugw1239,-,-,-,-,z,-,-,e,l,-,-,-,-,-,-,-,-
mere1246,-,-,-,-,z,-,-,e,l,-,-,-,-,-,-,-,-
nort3047,-,-,-,-,z,-,-,i,l,-,-,-,-,-,-,-,-
mbuk1243,m,-,b,a,z,-,-,-,-,-,-,-,-,-,-,-,-
cuvo1236,m,-,-,a,w,-,-,a,l,-,-,-,-,-,-,-,-
mofu1248,-,-,-,-,z,-,-,e,l,-,-,-,-,-,-,-,-
buwa1243,m,-,-,o,w,-,-,o,l,-,-,-,-,-,-,-,-
gava1241,m,-,-,o,w,-,-,3,l,-,-,-,-,-,-,-,-
mbed1242,m,-,-,u,h,-,-,u,l,-,d,u,m,a,-,-,-
bald1241,-,-,-,-,z,-,-,3,l,a,g,-,-,a,s,-,-
kamw1239,-,-,-,-,z,-,-,-,-,-,-,i,-,o,-,-,-
suku1272,m,a,L,a,g,-,-,u,l,-,-,i,-,-,-,-,-
lagw1237,b,3,l,a,-,-,-,e,-,-,g,-,-,3,n,3,m
mser1242,b,-,l,u,w,-,-,e,a,-,k,-,-,3,-,-,-
afad1236,-,-,-,-,w,-,-,i,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,w,-,-,i,-,-,-,-,-,-,-,-,-
malg1250,b,-,l,e,w,-,-,e,n,-,g,-,-,3,-,-,-
maje1243,-,-,g,a,z,-,-,e,-,-,-,-,-,-,-,-,-
mbar1260,-,-,-,-,w,-,-,u,-,-,s,-,-,-,-,-,-
dghw1239,-,-,-,-,z,-,-,a,l,-,-,-,-,a,-,-,-
