language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,k,-,-,-,-,-,-,3,k,-,3,-,-,b,-,3,-,-,-,-,-,t,-,o,-
nyim1251,k,-,-,-,-,h,-,u,-,-,i,-,-,m,-,a,-,-,-,-,-,-,-,-,-
molo1266,b,-,-,-,3,r,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,d,-,-,-
molo1266,-,-,-,-,-,d,-,o,-,-,-,-,-,T,-,a,-,-,-,-,-,y,-,-,-
muya1243,N,-,-,g,i,d,-,e,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-
vame1236,k,-,-,-,u,d,-,a,-,-,-,-,-,t,s,a,-,-,-,-,-,-,-,-,-
dugw1239,m,-,-,-,3,d,e,u,-,-,-,-,-,T,-,e,-,-,-,-,-,y,-,-,-
gemz1238,m,e,N,g,3,d,-,-,-,-,-,-,-,t,s,e,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,t,-,u,-,-,-,-,-,d,-,e,-,-,-,-,-,-,-,-,-
nort3047,-,-,-,-,-,d,-,u,-,-,-,-,-,T,-,a,-,-,-,-,-,g,w,a,f
cuvo1236,-,-,-,-,-,r,-,3,-,-,-,-,-,d,-,a,-,-,-,-,-,-,-,-,-
buwa1243,n,-,-,-,-,d,-,e,-,-,n,-,-,d,-,e,-,-,-,-,-,d,-,-,-
buwa1243,k,-,-,-,-,-,-,o,-,-,-,-,-,k,-,o,-,-,-,-,-,d,-,-,-
gava1241,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-
mbed1242,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,a,-,-,-,-,-,z,-,-,-
bald1241,b,-,-,-,i,d,-,i,-,-,-,-,-,h,-,a,-,-,-,-,-,n,-,-,-
lagw1237,-,-,-,-,-,d,-,3,g,u,n,m,a,t,-,a,-,-,-,-,-,d,-,3,-
mser1242,-,-,-,-,-,s,-,-,-,-,-,-,-,7,-,e,-,-,-,-,-,y,-,o,-
mpad1242,-,-,-,-,-,s,-,-,-,-,-,-,-,7,-,e,-,-,-,-,-,y,-,-,-
malg1250,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,e,d,3,g,3,h,i,-,-,-
dghw1239,7,-,-,-,i,t,-,-,-,-,-,-,-,s,-,a,-,-,-,-,-,-,-,-,-
