language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
muya1243,-,b,o,b,-,-,-,-,-,o,-,y,3,-,g,-,r,i
muya1243,-,b,i,b,-,-,-,-,-,i,-,y,u,N,g,u,r,-
wuzl1236,-,-,-,L,-,-,-,-,-,i,-,y,a,m,-,-,-,-
vame1236,a,s,-,l,-,-,a,-,s,a,h,w,a,m,-,-,-,-
dugw1239,-,G,3,d,-,-,-,-,-,-,-,-,a,m,-,-,-,-
mere1246,-,m,a,d,3,r,a,-,s,i,-,y,a,m,-,-,-,-
cuvo1236,-,L,a,t,-,-,-,-,-,a,-,y,a,m,-,-,-,-
buwa1243,-,b,3,l,-,-,-,-,-,e,-,r,-,-,-,-,-,-
gava1241,-,b,-,l,-,-,-,-,-,e,-,r,-,-,-,-,-,-
suku1272,-,-,-,L,-,-,-,-,-,3,-,y,a,m,-,-,-,-
lama1288,-,-,-,L,-,-,-,-,-,-,-,-,a,m,-,i,m,i
lagw1237,-,-,-,n,-,-,i,-,-,e,-,-,-,-,-,-,-,-
mser1242,-,-,a,r,-,-,-,-,-,e,-,-,-,-,-,-,-,-
afad1236,-,-,-,n,-,-,-,-,-,e,-,y,-,-,-,-,-,-
mpad1242,-,-,-,n,-,-,-,-,-,e,-,y,-,-,-,-,-,-
malg1250,-,-,-,n,-,-,-,-,-,a,-,i,-,-,-,-,-,-
maje1243,-,-,-,T,-,-,i,-,l,a,-,-,-,-,-,-,-,-
mbar1260,-,g,a,r,-,-,-,-,-,i,-,y,a,m,-,-,-,-
bata1314,-,b,a,r,-,-,-,-,-,-,-,-,-,m,-,-,-,a
chad1249,-,g,i,r,-,-,i,n,t,i,-,-,-,-,-,-,-,-
