language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
molo1266,-,-,d,3,-,-,w,a,-,-,-,-
muya1243,h,o,t,o,-,-,k,o,-,-,-,-
muya1243,-,-,d,u,-,-,w,o,-,-,-,-
wuzl1236,-,-,g,-,-,-,w,a,d,a,r,-
vame1236,-,-,g,-,-,-,w,a,d,e,r,e
dugw1239,-,-,g,u,d,e,r,e,-,-,-,-
nort3047,-,-,d,u,-,-,v,o,s,-,-,-
mbuk1243,-,-,g,u,d,i,r,e,-,-,-,-
cuvo1236,-,-,d,u,-,-,w,a,-,-,-,-
buwa1243,-,-,d,u,-,-,w,o,-,-,-,-
gava1241,-,-,d,3,-,-,w,o,-,-,-,-
mbed1242,-,-,d,u,-,-,w,a,-,-,-,-
kamw1239,n,-,g,o,-,-,l,o,-,-,-,-
lagw1237,m,3,s,3,-,-,l,3,-,-,-,m
mser1242,m,-,s,3,-,-,l,3,-,-,-,m
mpad1242,m,-,s,a,-,-,l,e,-,-,-,-
malg1250,-,-,k,a,-,-,l,-,-,-,-,-
