language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
kamw1239,-,-,-,-,-,-,-,-,-,-,h,o,-
psik1239,-,-,-,-,-,-,-,-,-,-,l,i,-
molo1266,-,-,-,-,m,-,-,-,-,-,-,a,l
molo1266,-,-,-,-,n,-,-,-,d,3,r,a,y
wuzl1236,-,-,-,-,m,-,-,-,-,3,r,o,-
wuzl1236,-,-,-,-,L,-,-,-,-,i,y,o,-
vame1236,t,-,s,3,m,-,-,-,-,-,Z,e,k
mbuk1243,-,-,-,-,m,-,-,-,b,3,s,a,k
mbuk1243,-,-,-,-,t,-,-,u,b,-,-,a,y
buwa1243,n,o,h,-,m,-,-,-,-,-,-,o,-
buwa1243,t,-,-,-,-,-,-,-,-,-,-,o,-
gava1241,-,-,-,-,m,-,-,-,b,-,-,o,L
mofu1248,-,-,-,-,m,-,-,-,b,-,-,a,k
mofu1248,-,-,-,-,-,-,-,-,g,-,-,3,r
bald1241,-,-,-,-,s,u,d,u,b,u,r,u,7
mbar1260,-,-,-,-,m,-,-,-,-,-,-,a,l
