language,x1,x2,x3,x4,x5,x6,x7,x8
molo1266,v,3,r,-,o,m,-,-
muya1243,s,i,l,-,i,k,-,-
wuzl1236,k,3,d,-,a,s,-,l
vame1236,h,u,m,-,a,-,-,-
dugw1239,v,3,r,-,a,m,-,-
nort3047,k,3,d,-,a,v,-,o
mbuk1243,v,3,r,-,a,m,-,-
cuvo1236,v,3,r,-,a,m,-,-
buwa1243,g,o,-,-,-,m,-,-
gava1241,g,3,-,-,-,m,-,-
mbed1242,v,3,r,-,u,m,-,-
kamw1239,-,-,-,-,-,m,p,a
lama1288,-,-,l,-,3,m,-,o
lagw1237,g,3,n,-,a,-,-,-
mser1242,g,a,r,-,a,-,-,-
afad1236,h,3,r,-,a,-,-,-
mpad1242,h,a,r,-,a,-,-,-
malg1250,h,a,r,-,a,-,-,-
chad1249,h,a,r,b,a,-,-,-
