language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kamw1239,-,-,-,-,-,-,-,-,-,l,-,3,-,-,k,-,-,w,-,i,-,-
psik1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,S,i,-,-
suku1272,-,-,b,-,-,-,-,-,3,l,-,a,-,-,-,-,-,m,-,-,-,-
nyim1251,-,-,-,-,-,-,-,-,-,t,-,a,n,-,g,-,u,m,-,-,-,-
muya1243,-,-,-,-,-,-,-,-,o,l,-,u,-,-,g,-,u,v,-,-,-,-
muya1243,-,-,-,-,-,-,-,-,o,l,-,u,-,-,g,-,u,v,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,-,a,l,-,-,-,-,k,-,u,v,-,-,-,-
vame1236,-,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,u,l,-,a,-,-
mere1246,-,-,w,-,-,-,-,-,u,l,-,-,-,-,-,-,u,v,-,-,-,-
mere1246,-,-,w,-,-,-,-,-,u,l,-,-,-,-,-,-,u,v,-,-,-,-
gemz1238,-,-,h,-,-,-,-,-,u,l,-,-,-,-,-,-,o,v,-,-,-,-
mbuk1243,-,-,h,-,-,-,-,-,3,r,-,-,-,-,g,-,o,v,-,-,-,-
buwa1243,-,-,-,-,-,-,-,-,-,t,S,E,-,-,-,n,u,Z,-,i,y,E
gava1241,-,-,g,i,m,i,L,m,o,d,-,3,-,-,g,n,o,k,-,-,-,-
mbed1242,-,-,-,-,-,-,-,-,-,l,-,a,-,-,h,-,a,f,-,-,-,-
mser1242,w,a,g,-,-,-,-,-,a,l,-,a,t,u,-,t,u,-,-,-,-,-
afad1236,-,-,f,-,-,-,-,-,3,l,-,i,-,-,-,-,-,-,-,-,-,-
mpad1242,-,-,f,-,-,-,-,-,-,l,-,i,-,-,-,-,-,-,-,-,-,-
malg1250,-,-,f,-,-,-,-,-,-,l,-,i,d,3,g,r,3,m,-,-,-,-
marg1265,-,-,b,-,-,-,-,-,3,l,-,-,-,-,-,-,a,m,-,-,-,-
marg1266,-,-,b,-,-,-,-,-,3,l,-,-,-,-,-,-,a,m,-,-,-,-
bata1314,-,k,p,-,-,-,-,-,i,r,-,-,-,-,-,-,e,-,-,-,-,-
