language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kamw1239,-,t,h,3,-,-,g,w,a,-,-,m,-,i,-,-
nyim1251,-,L,-,-,-,-,-,-,i,-,-,m,-,o,k,h
molo1266,e,L,-,e,-,-,g,w,e,-,-,m,-,e,-,-
muya1243,e,L,-,i,-,-,g,w,e,-,-,m,-,i,-,-
muya1243,e,L,-,i,-,-,g,w,e,-,-,m,-,i,-,-
wuzl1236,a,L,-,3,-,-,g,w,e,-,-,m,-,e,-,-
wuzl1236,a,L,-,3,-,-,g,w,e,-,-,m,-,e,-,-
vame1236,a,L,-,3,-,-,g,w,e,-,-,m,-,e,-,-
dugw1239,-,L,-,e,-,-,g,w,e,-,-,m,-,e,-,-
dugw1239,-,L,-,e,-,-,g,w,e,-,-,m,-,e,-,-
mere1246,-,L,-,3,-,-,g,w,e,-,-,m,-,e,-,-
gemz1238,-,L,-,e,-,-,g,u,-,-,-,m,-,e,-,-
gemz1238,-,L,-,e,-,-,g,u,-,-,-,m,-,e,-,-
mbuk1243,-,L,-,u,-,-,g,w,e,-,-,m,-,e,-,-
budu1265,-,-,-,-,l,o,g,u,3,-,-,m,-,e,-,-
kanu1281,-,k,-,a,l,-,-,-,i,-,-,m,-,o,-,-
lagw1237,-,k,-,u,r,-,g,-,u,-,-,m,-,a,-,-
mser1242,-,g,-,u,r,-,g,-,u,-,-,m,-,a,-,-
afad1236,-,g,-,3,r,-,g,-,i,-,-,m,-,u,-,-
mpad1242,-,g,-,a,l,-,y,-,i,-,-,m,-,o,-,-
malg1250,-,l,-,o,-,-,g,-,o,-,-,m,-,e,-,-
masl1241,-,g,-,3,r,-,y,-,i,-,-,m,-,u,-,-
chad1249,-,y,-,-,-,-,-,-,a,-,-,m,-,a,-,l
maje1243,-,k,-,u,r,-,g,-,u,-,-,m,-,a,-,-
marg1266,-,L,-,u,-,-,g,w,a,-,-,m,-,-,-,-
bata1314,-,l,-,u,-,-,k,w,a,-,-,p,t,o,-,-
dghw1239,-,L,-,u,-,-,g,w,a,-,-,m,-,a,-,-
gaan1243,-,n,-,-,-,-,g,-,e,l,u,p,-,a,-,-
