language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
molo1266,-,m,a,-,g,a,-,g,-,3,-,r,-,-,f,a,t,-,-,-,-
wuzl1236,-,h,a,-,d,a,-,g,-,a,-,-,-,-,f,a,t,-,-,-,-
dugw1239,-,m,3,-,l,3,-,T,-,e,y,y,-,-,p,a,t,-,-,-,-
nort3047,-,w,u,-,L,a,-,p,-,a,-,-,-,-,p,a,s,-,-,-,-
cuvo1236,-,-,-,-,y,a,N,g,-,a,-,-,-,-,p,a,s,-,-,-,-
buwa1243,-,p,E,S,-,-,-,w,-,u,-,r,e,y,w,u,r,E,y,-,-
gava1241,-,p,i,S,d,o,-,w,-,o,-,r,-,-,w,o,r,-,-,-,-
kamw1239,-,h,-,-,-,-,-,-,-,3,-,-,-,-,v,i,T,-,i,-,-
lagw1237,-,s,-,-,-,a,-,g,-,3,-,-,-,-,-,-,l,-,i,-,-
mser1242,-,n,-,-,-,-,-,g,-,i,-,-,-,-,-,-,s,-,o,-,-
afad1236,-,-,-,-,-,-,-,k,-,3,-,t,-,-,-,-,s,-,3,l,e
mpad1242,a,n,-,-,-,-,-,g,-,u,-,r,-,-,-,-,s,-,3,-,-
malg1250,-,m,-,-,-,-,-,g,b,3,-,r,-,-,-,-,s,-,3,-,-
budu1265,-,-,-,-,-,-,-,y,-,3,-,r,a,-,w,-,T,-,i,-,k
