language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nyim1251,-,-,k,a,-,w,-,-,a,-,-,-
dugw1239,-,-,h,-,-,w,-,-,o,r,a,y
mere1246,-,-,h,-,-,w,-,-,a,r,a,y
gemz1238,-,-,h,-,-,-,-,-,o,r,o,-
nort3047,m,e,s,-,-,-,-,-,-,-,e,m
cuvo1236,-,-,h,-,-,w,-,-,a,r,a,y
buwa1243,-,-,h,o,-,w,-,-,o,-,-,-
gava1241,-,-,h,o,-,w,-,-,-,-,-,-
mbed1242,-,-,h,a,-,w,-,-,a,-,-,-
budu1265,-,-,-,a,-,y,-,b,u,-,-,-
kanu1281,-,-,n,o,n,g,-,-,u,-,-,-
lagw1237,-,-,g,i,-,y,-,-,a,-,-,-
mser1242,-,-,g,a,-,y,-,-,a,-,-,-
afad1236,-,-,h,3,-,y,a,L,e,-,-,-
mpad1242,-,-,-,e,-,y,-,f,u,-,-,-
malg1250,-,-,-,a,-,y,-,f,3,-,-,-
chad1249,-,-,-,a,-,y,-,b,a,-,-,n
