language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
nyim1251,n,-,g,a,n,-,-,-,-,-,-,-,-,-,-,g,-,i,t,-,-,-,-,-,-,-
wuzl1236,-,a,L,a,l,-,-,a,t,-,-,-,-,i,-,N,-,-,t,-,-,-,-,i,N,-
wuzl1236,-,a,L,a,l,-,-,a,-,-,-,-,-,-,-,k,-,-,r,-,-,-,-,a,-,-
vame1236,-,-,k,3,l,-,-,a,d,-,-,-,-,e,-,n,-,-,d,-,-,-,-,e,w,-
dugw1239,m,3,g,3,d,-,-,a,-,-,-,-,-,-,-,g,-,3,d,-,-,-,-,a,-,-
mere1246,m,a,g,3,d,-,-,3,-,-,-,-,-,-,-,g,-,3,d,-,-,-,-,a,-,-
gemz1238,-,-,h,a,z,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-
mbuk1243,m,3,g,3,d,-,-,3,-,-,-,-,-,-,-,g,-,3,d,-,-,-,-,a,-,-
buwa1243,-,-,g,o,N,-,-,-,-,-,-,-,-,-,-,g,-,3,l,-,-,-,-,o,N,-
mbed1242,-,-,g,3,z,-,-,-,-,-,-,-,-,-,-,g,-,3,z,-,-,-,-,a,w,-
lagw1237,-,-,d,a,-,-,-,-,-,-,-,-,-,-,-,g,-,a,m,a,g,u,m,i,-,-
mser1242,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,k,7,i,n,o,k,-,7,i,n,o
afad1236,-,-,m,a,t,a,b,3,n,-,-,-,-,i,-,b,-,3,n,-,-,-,-,i,-,-
mpad1242,-,-,h,a,-,-,y,o,n,-,-,-,-,-,-,k,7,u,n,-,-,-,-,i,-,-
malg1250,-,-,m,a,d,-,-,a,n,-,-,-,-,m,-,g,b,3,n,-,-,-,-,i,-,-
masl1241,-,-,-,a,-,-,b,u,n,k,7,u,n,i,n,k,7,u,n,-,-,-,-,i,-,-
gaan1243,n,-,g,a,m,-,-,-,-,-,-,-,-,-,-,-,-,a,t,-,-,-,-,a,-,-
