language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
nyim1251,-,-,-,-,-,-,-,-,-,d,y,i,n,v,-,-,a,-,t,-
dugw1239,-,k,-,-,-,o,k,u,-,r,m,3,-,f,-,-,a,-,d,-
mere1246,-,k,u,r,-,o,k,u,-,r,-,o,-,f,-,-,a,-,d,-
gemz1238,-,-,-,d,z,3,k,-,-,-,-,3,-,f,-,-,a,-,d,-
nort3047,-,k,u,-,-,i,k,u,-,r,m,u,-,f,-,-,a,-,d,-
cuvo1236,-,k,w,-,-,a,k,w,a,r,-,-,-,f,-,-,a,-,d,-
buwa1243,-,-,-,-,-,-,-,-,-,r,-,o,N,f,-,-,o,-,t,-
gava1241,-,-,-,-,-,-,-,-,-,r,-,o,N,f,-,-,o,-,d,-
mbed1242,n,d,-,-,-,-,-,-,-,r,-,3,n,f,-,-,a,-,d,-
budu1265,-,h,-,-,-,3,-,-,-,k,-,a,n,h,3,g,a,-,y,-
kanu1281,-,f,-,-,-,i,-,-,-,-,-,-,-,d,e,g,3,-,-,-
lagw1237,-,t,-,-,-,3,-,-,-,k,-,3,m,x,-,s,3,-,d,a
mser1242,-,t,-,-,-,3,-,-,-,k,-,3,m,k,-,-,i,-,T,o
afad1236,-,d,-,-,-,3,-,-,-,g,-,3,n,g,-,-,a,-,s,i
mpad1242,m,b,-,-,-,3,-,-,-,l,-,o,s,k,-,-,a,-,s,i
malg1250,b,l,-,-,-,e,-,-,-,g,-,e,n,-,-,-,-,-,-,-
chad1249,-,-,-,-,-,a,-,-,-,r,-,-,-,b,-,-,a,i,n,-
zina1234,-,-,-,-,-,a,-,-,-,r,-,-,-,b,-,-,a,i,m,-
