language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kamw1239,-,z,-,-,3,-,-,-,-,-,g,-,w,i,r,-,i,k,3,-,-,-,z,o,-,-
nyim1251,-,y,-,-,e,-,-,-,-,-,k,-,h,u,s,-,-,k,-,-,-,-,-,u,-,-
muya1243,-,g,-,-,e,-,-,m,-,s,l,-,-,e,l,-,i,k,-,-,-,-,-,-,-,-
vame1236,-,k,i,n,e,h,3,m,a,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dugw1239,-,w,-,-,a,-,-,-,-,-,r,-,-,-,L,-,3,k,a,-,-,-,r,a,-,y
mere1246,-,h,-,-,a,-,-,-,-,-,-,-,-,-,L,-,3,k,a,-,-,-,-,-,-,-
gemz1238,-,k,-,-,3,-,-,-,-,-,l,a,h,a,L,-,3,k,a,-,-,-,N,a,-,-
nort3047,-,g,-,-,a,-,-,-,-,-,-,-,w,-,l,-,-,-,-,-,-,-,-,a,-,-
cuvo1236,-,w,-,-,a,-,-,-,-,-,-,-,-,-,t,m,a,w,a,-,-,-,l,-,-,-
buwa1243,m,b,o,m,o,-,-,-,-,-,-,-,-,-,w,-,-,-,o,-,-,-,l,-,-,-
gava1241,m,b,3,d,3,-,-,-,-,-,-,-,r,-,l,-,-,-,o,-,-,-,N,-,-,-
mbed1242,-,g,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-
budu1265,-,w,-,-,u,-,-,-,-,-,-,-,-,3,l,-,-,-,-,-,-,-,-,i,-,-
lagw1237,-,g,-,-,u,-,-,-,-,-,-,-,-,-,l,-,i,-,e,m,-,-,-,e,n,i
mser1242,-,-,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,o,-,-
afad1236,-,w,-,-,u,-,-,-,-,-,-,-,-,-,l,-,o,s,a,-,-,-,w,e,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,o,s,3,m,e,y,w,e,-,-
malg1250,-,w,-,-,u,-,-,-,-,-,-,-,-,-,l,-,e,y,a,-,-,-,w,e,-,-
masl1241,-,-,-,-,u,-,-,-,-,-,-,-,-,-,l,-,u,s,a,-,-,-,w,e,-,-
maje1243,-,g,-,-,u,-,-,-,-,-,-,-,-,-,y,-,e,g,a,-,-,-,z,e,-,-
