language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
molo1266,-,-,-,h,a,-,-,r,-,-,-,-,-,a,-,T,-,-
muya1243,-,-,-,-,o,n,-,d,-,-,-,r,-,o,-,-,-,-
muya1243,-,-,-,h,e,-,-,l,-,e,-,l,-,i,-,m,-,-
wuzl1236,-,-,-,-,a,-,-,r,-,-,-,d,-,a,-,-,-,-
vame1236,-,-,-,-,a,-,-,r,-,-,-,d,z,a,-,k,-,-
dugw1239,-,-,-,-,a,-,-,r,-,-,-,-,-,3,-,d,e,-
mere1246,-,-,-,h,3,-,-,r,-,-,-,d,-,3,-,d,e,-
nort3047,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,T,e,-
mbuk1243,-,-,-,-,-,-,-,r,-,-,-,-,-,3,-,y,e,-
cuvo1236,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,T,-,-
mofu1248,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,T,-,-
buwa1243,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,y,e,-
gava1241,-,-,-,-,-,-,-,r,-,-,-,-,-,3,-,y,i,-
mbed1242,-,-,-,m,e,-,-,d,-,-,-,-,-,3,r,l,e,N
bald1241,-,-,-,7,a,-,-,r,-,-,-,-,-,e,-,T,-,-
bald1241,-,-,-,7,a,-,-,r,-,-,-,-,-,i,-,S,-,-
kamw1239,-,-,-,t,3,-,-,-,-,-,-,-,-,o,-,-,-,-
suku1272,m,-,-,b,3,-,-,r,-,-,-,d,-,a,-,y,-,-
lama1288,-,-,-,-,3,-,-,r,-,-,-,d,-,a,-,-,-,-
mafa1239,-,-,-,v,a,-,-,r,-,-,-,-,-,a,d,z,a,-
lagw1237,m,3,s,7,a,-,-,g,-,u,-,y,-,e,-,n,-,-
mser1242,m,-,s,7,3,-,-,g,-,-,-,y,-,a,-,n,-,-
afad1236,-,-,-,g,3,l,o,g,-,o,-,h,-,e,-,-,-,-
mpad1242,m,-,s,7,i,-,-,g,-,i,-,-,-,a,-,n,-,-
malg1250,m,-,s,7,e,-,-,g,b,i,-,-,-,a,-,n,-,-
masl1241,m,-,s,7,e,-,-,b,-,i,-,-,-,a,-,n,-,-
budu1265,-,-,T,-,3,-,-,g,-,-,-,-,-,a,-,n,-,-
mbar1260,-,-,-,h,u,-,-,r,t,u,-,w,-,a,-,y,-,-
bata1314,-,-,-,g,i,-,-,d,-,i,n,g,-,o,-,t,o,-
sout3051,-,-,-,7,u,-,-,r,-,-,-,-,-,u,-,T,-,-
shar1249,-,-,-,-,a,-,-,r,-,-,-,d,-,3,-,-,-,-
musg1254,-,-,-,h,i,-,-,r,-,-,-,d,-,u,-,-,-,-
