language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kamw1239,m,-,-,-,-,b,-,-,3,-,-,-,-,-,-,v,i,m,e
lama1288,m,-,-,-,-,b,-,-,i,-,-,-,-,-,-,z,3,m,-
nyim1251,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,l,i,-,-
molo1266,-,-,-,-,-,h,-,-,e,-,-,-,-,-,-,h,e,n,-
muya1243,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,g,u,m,u
wuzl1236,-,-,a,g,-,w,-,-,i,-,-,-,-,-,-,y,o,-,-
vame1236,-,-,-,g,-,w,-,-,i,-,-,-,-,-,-,g,a,k,-
dugw1239,-,-,-,-,-,w,-,-,e,-,-,-,-,-,-,z,e,m,-
mere1246,-,-,-,-,-,w,-,-,e,-,-,-,-,-,-,z,e,m,-
gemz1238,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-,w,o,m,-
mbuk1243,-,-,-,-,-,z,-,-,e,n,-,-,-,-,-,z,e,n,-
nort3047,-,-,-,-,-,g,-,-,i,-,-,-,-,-,-,g,e,m,-
cuvo1236,-,-,-,-,-,w,-,-,e,-,-,-,-,-,-,z,e,m,-
buwa1243,-,-,-,-,-,w,-,-,e,-,-,-,-,-,-,z,e,m,-
gava1241,t,-,3,-,-,w,-,-,-,-,-,-,-,-,-,v,3,N,-
mbed1242,m,b,i,z,m,b,-,-,i,-,-,-,-,-,-,z,i,m,-
mbar1260,-,-,-,-,-,h,-,-,u,n,-,-,-,-,-,g,u,-,-
kanu1281,-,-,-,-,-,d,-,-,u,-,-,-,-,-,-,y,i,-,-
lagw1237,-,-,-,-,-,z,-,-,u,-,-,-,-,-,-,z,u,-,-
mser1242,-,-,-,-,-,z,-,-,u,-,-,-,-,-,-,z,u,-,-
afad1236,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,m,e
mpad1242,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,m,e
malg1250,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-,g,u,m,-
bata1314,-,-,-,-,-,v,-,-,u,t,u,k,p,3,w,t,o,-,-
fula1264,-,-,-,-,-,d,u,y,i,-,-,-,-,-,-,r,e,-,-
