language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,k,-,3,-,-,v,i,k,3,-,-,-,-,-,-,v,i,-
lama1288,-,-,-,-,-,b,e,N,-,-,-,-,-,-,-,w,a,-
nyim1251,-,-,a,n,-,y,i,s,a,-,-,-,r,t,-,S,i,-
wuzl1236,k,-,3,r,d,z,-,-,3,N,k,3,r,d,-,z,3,N
vame1236,k,-,3,l,-,-,-,-,a,m,-,a,n,d,a,d,a,y
dugw1239,-,-,-,-,t,-,-,-,o,m,-,-,-,-,-,t,o,m
mere1246,p,-,a,-,t,p,-,-,a,-,-,-,-,-,-,t,-,-
gemz1238,h,-,u,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-
mbuk1243,h,w,i,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-
nort3047,-,-,-,-,t,-,-,-,u,m,-,-,-,-,-,t,u,m
cuvo1236,T,-,i,-,d,-,-,-,e,m,T,i,-,-,-,d,e,m
buwa1243,k,-,o,-,-,v,-,-,E,p,-,-,-,-,-,-,e,y
mbed1242,h,-,o,-,d,Z,-,-,o,-,-,-,-,-,-,-,-,y
mbar1260,-,-,-,-,d,-,-,-,i,n,-,-,-,-,-,d,i,n
kanu1281,-,-,-,-,-,z,-,-,u,-,-,-,-,-,-,r,-,-
lagw1237,-,-,-,-,-,d,i,m,a,-,-,-,-,-,-,n,-,-
mser1242,-,-,-,-,-,g,-,-,o,-,-,-,-,-,-,w,-,-
mpad1242,-,-,-,-,-,z,-,-,a,-,-,-,-,-,-,r,-,-
malg1250,-,-,-,-,-,z,-,-,3,-,-,-,-,-,-,r,-,-
marg1265,z,-,a,-,r,z,-,-,a,-,-,-,-,-,-,r,-,-
marg1266,p,-,a,-,r,-,-,-,a,n,-,-,-,-,-,g,-,-
