language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
nyim1251,-,g,w,-,-,-,-,a,n,g,u,m,-,q,u,r,-,-,-,m,-,u,n,-,-,-,-
dugw1239,-,k,u,-,-,-,r,o,w,g,-,-,-,-,a,r,-,-,-,L,-,a,m,-,-,-,-
mere1246,-,k,u,-,-,-,r,o,-,g,-,-,-,-,3,r,e,y,e,L,-,a,m,-,-,-,-
gemz1238,-,k,u,-,-,-,r,o,-,g,-,-,-,-,3,r,-,N,a,L,-,a,m,-,-,-,-
nort3047,-,k,u,-,-,-,r,u,n,g,-,-,-,-,a,N,-,-,-,L,-,o,m,-,-,-,-
cuvo1236,-,k,u,-,-,-,r,a,w,d,a,p,3,y,a,N,a,n,a,L,-,a,m,-,-,-,-
buwa1243,-,w,o,m,-,-,-,o,-,h,-,-,-,-,o,-,-,y,o,b,-,o,n,-,-,-,-
gava1241,-,w,o,m,-,-,-,o,-,h,-,-,-,-,o,d,-,z,o,b,-,3,n,-,-,-,-
mbed1242,-,w,o,m,m,e,d,e,-,k,-,-,-,-,-,d,-,Z,u,b,-,3,N,-,-,-,-
kanu1281,-,w,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
lagw1237,x,k,-,-,-,-,-,a,n,k,-,-,-,-,a,-,-,-,-,S,-,e,-,-,S,i,-
mser1242,-,k,-,-,-,-,-,a,n,d,-,-,-,-,3,-,-,n,-,S,-,e,-,-,S,i,-
afad1236,-,k,-,-,-,-,-,a,n,g,-,-,-,-,o,-,-,-,-,L,7,e,n,t,s,i,-
mpad1242,-,k,-,-,-,-,-,a,n,g,-,-,-,-,o,-,-,-,-,S,-,e,n,-,s,i,-
malg1250,-,k,-,-,-,-,-,a,n,g,-,-,-,-,a,-,-,-,-,L,-,e,n,-,s,i,-
chad1249,-,x,-,-,-,-,-,a,m,-,-,-,-,-,i,-,-,-,-,s,t,a,-,-,T,a,r
