language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kamw1239,z,3,g,w,i,r,-,a,t,3,-,m,-,-,-,-,3,-,-,-,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,-,k,i,-,n,e,s,a,w,a,-,-,-,k,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,-,t,3,-,m,-,-,-,-,a,-,-,-,k,-,-,-,-,-
mere1246,w,a,-,-,-,w,a,i,t,3,-,b,-,-,-,-,a,-,-,-,N,-,h,-,a,y
gemz1238,k,3,-,-,-,l,a,-,t,3,-,m,-,-,-,-,a,N,m,3,k,a,s,N,a,-
mbuk1243,-,-,-,-,-,-,-,-,t,3,-,m,-,-,-,-,a,-,-,-,n,-,-,-,-,-
nort3047,-,-,-,-,-,-,-,-,t,u,-,m,-,-,-,-,o,-,-,-,n,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,t,3,-,m,-,-,-,-,a,-,-,-,k,-,-,-,-,-
buwa1243,x,o,-,-,-,l,-,N,t,i,-,m,-,-,-,-,E,-,-,-,k,-,-,-,-,-
gava1241,g,3,-,-,-,l,-,N,T,i,-,m,-,-,-,-,e,-,-,-,k,-,-,-,-,-
mbed1242,-,-,-,-,-,d,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,k,a,r,-,a,-
kanu1281,-,-,-,-,-,-,-,-,d,i,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,-,-,t,3,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-,-
mser1242,-,-,-,-,-,-,-,-,t,3,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,d,3,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,-,-,-,d,3,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-
malg1250,-,-,-,-,-,-,-,-,d,3,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-
chad1249,-,-,-,-,-,-,-,-,d,a,y,n,-,-,-,-,e,-,-,-,-,-,-,-,-,-
maje1243,k,a,-,-,-,-,-,-,t,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-
