language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,-,-,-,-,-,d,-,-,-,3,n,g,o
wuzl1236,-,-,-,-,-,h,-,-,w,a,-,y,-
vame1236,-,-,-,-,-,t,-,-,-,a,-,w,N
dugw1239,-,-,-,-,-,d,-,-,-,a,-,y,-
dugw1239,-,-,-,-,-,d,-,-,-,a,-,y,-
mere1246,-,-,-,-,-,d,-,-,-,a,-,y,-
nort3047,-,-,-,-,-,-,-,-,-,a,-,y,-
mbuk1243,-,-,-,-,-,d,u,n,g,o,-,-,-
cuvo1236,-,-,u,-,-,w,-,-,-,a,-,y,-
mofu1248,-,-,-,-,-,d,-,-,-,a,-,y,-
mofu1248,-,-,-,-,-,d,-,-,-,a,-,y,-
buwa1243,-,-,u,-,-,l,-,-,-,o,-,-,-
gava1241,-,w,3,-,-,l,-,-,-,o,-,-,-
mbed1242,-,w,u,-,-,l,-,-,-,a,-,-,-
kamw1239,-,w,u,-,-,l,-,-,y,i,-,-,-
suku1272,-,7,o,-,-,-,-,-,y,-,-,-,-
lama1288,-,-,u,-,-,l,-,-,-,e,-,k,-
lama1288,-,-,u,-,-,l,-,-,-,e,-,k,e
lagw1237,g,w,-,-,-,-,-,-,-,a,-,-,e
mser1242,-,w,-,-,-,-,-,-,-,a,-,-,-
afad1236,-,w,-,-,-,-,-,-,-,e,-,-,-
mpad1242,-,w,-,-,-,-,-,-,-,e,-,-,-
malg1250,-,w,-,-,-,-,-,-,-,e,-,-,-
maje1243,-,g,u,-,-,l,-,-,-,e,-,-,-
mbar1260,-,l,-,-,-,-,-,-,-,e,-,-,-
marg1266,g,y,u,-,-,l,-,-,-,i,-,y,a
gaan1243,-,b,3,r,a,t,-,-,-,a,-,-,-
dghw1239,k,w,i,-,n,d,-,-,-,a,-,-,-
