language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
muya1243,-,-,-,-,d,-,-,-,r,u,N,-,-,g,w,o,-,L,-,-,o,-,-,-,-,-
wuzl1236,m,3,-,-,d,-,3,-,r,-,N,-,-,g,w,a,-,L,-,-,-,-,-,-,-,-
vame1236,k,u,-,-,l,-,a,-,-,-,-,-,-,k,u,-,-,l,-,-,a,-,-,-,-,-
dugw1239,-,-,-,-,v,-,3,-,-,-,-,-,-,r,-,e,-,L,i,s,e,-,-,k,-,-
mere1246,-,-,-,-,t,-,a,-,N,-,-,-,-,g,-,e,-,L,-,-,i,-,-,N,-,-
nort3047,m,o,d,o,d,-,o,k,n,-,-,-,-,g,-,i,-,s,-,-,a,-,-,r,-,-
mbuk1243,n,-,-,-,d,-,a,-,r,-,-,-,-,k,w,a,-,L,-,-,a,-,-,k,-,-
cuvo1236,m,a,-,n,d,-,a,-,r,-,k,w,a,k,w,a,-,L,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,T,-,3,-,-,-,-,-,-,h,-,e,-,L,-,-,-,-,-,-,-,-
gava1241,-,-,-,-,t,-,e,-,-,-,-,-,-,k,r,e,-,t,-,-,e,-,-,k,r,e
mbed1242,-,-,-,-,t,S,e,-,-,-,-,-,-,h,-,e,-,L,-,-,-,-,-,-,-,-
kamw1239,-,-,-,-,d,-,a,-,n,-,-,-,-,g,-,u,-,l,-,-,a,-,-,-,-,-
suku1272,-,-,-,-,d,-,a,-,-,-,-,-,-,g,-,u,-,l,-,-,a,m,a,y,-,-
lagw1237,-,-,-,-,s,-,3,-,l,-,-,-,-,-,-,a,-,s,-,-,3,-,-,-,-,-
mser1242,-,-,-,-,k,-,o,-,l,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
afad1236,-,-,-,-,k,7,a,-,n,-,-,-,-,k,7,a,-,m,-,-,o,-,-,-,-,-
mpad1242,-,-,-,-,k,7,a,-,-,-,-,-,-,k,7,a,-,m,-,-,o,-,-,-,-,-
malg1250,m,a,-,-,k,7,a,-,r,-,-,-,-,k,7,a,-,r,-,-,-,-,-,-,-,-
masl1241,m,-,-,-,b,-,3,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbar1260,-,-,-,-,7,b,e,-,-,-,-,-,-,-,7,-,-,b,-,-,e,-,-,-,-,-
marg1266,-,-,-,-,h,w,a,-,-,-,-,-,-,h,w,a,n,g,-,-,-,-,-,-,-,-
