language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,m,-,-,a,-,-,h,-,-,a,-,y,-
wuzl1236,m,-,-,a,-,i,g,-,-,a,-,y,-
wuzl1236,p,-,-,a,-,-,l,-,-,a,-,m,o
dugw1239,m,-,-,3,m,-,g,-,-,a,-,y,-
mere1246,m,i,m,3,-,-,g,-,-,e,-,d,-
mere1246,m,-,-,3,-,-,g,-,-,e,-,d,-
nort3047,m,-,-,i,-,-,v,-,-,e,-,N,-
mbuk1243,p,-,-,a,-,-,r,e,w,a,-,l,-
mbuk1243,p,-,-,a,-,-,r,-,-,a,-,y,i
mbuk1243,m,-,-,3,s,u,d,-,-,o,-,-,-
mbuk1243,m,-,-,3,s,u,d,-,-,o,-,h,-
cuvo1236,m,-,-,a,t,a,w,-,-,a,-,y,-
mbed1242,m,-,-,e,-,-,b,-,-,3,-,N,-
kamw1239,g,-,-,3,l,m,b,-,-,e,-,-,-
suku1272,d,-,-,a,L,-,y,-,-,a,i,r,-
lagw1237,z,-,-,3,-,-,g,-,r,a,-,-,-
mser1242,s,-,-,a,-,-,p,-,r,a,-,-,-
afad1236,g,-,-,a,-,-,b,-,-,3,-,n,-
mpad1242,d,-,-,a,-,-,b,-,r,a,-,-,-
malg1250,d,-,-,a,-,-,b,-,r,a,-,-,-
maje1243,z,-,-,3,-,-,g,-,r,a,-,-,-
chad1249,b,-,-,a,-,-,b,-,-,-,-,-,-
