language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
molo1266,-,-,-,-,-,-,-,-,-,k,-,-,3,-,-,m,-,-,e,-,-,T
wuzl1236,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,a,-,-,y
vame1236,-,-,-,-,-,-,-,-,-,h,-,-,3,-,-,m,-,b,e,t,s,h
dugw1239,-,-,-,-,-,-,-,-,-,m,3,L,a,-,-,m,-,-,a,-,-,y
mere1246,-,-,-,-,-,-,-,-,-,m,a,L,a,-,-,m,-,-,a,-,-,y
nort3047,-,-,-,-,-,-,-,-,-,m,a,L,a,-,-,m,-,-,a,-,-,y
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,h,3,-,-,m,-,-,a,-,-,y
cuvo1236,-,-,-,-,-,-,-,-,-,m,a,L,a,-,-,m,-,-,a,-,-,y
buwa1243,d,z,u,k,-,w,o,d,-,b,3,z,o,-,-,m,-,-,-,-,-,-
gava1241,-,-,-,-,-,-,-,-,-,w,i,y,3,-,-,m,-,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,-,-,m,a,L,a,-,-,m,-,-,a,-,-,y
kamw1239,-,-,-,-,-,-,-,-,-,-,-,g,u,-,-,b,-,-,e,-,-,-
suku1272,-,-,-,-,-,-,-,-,-,-,-,g,3,-,-,m,-,-,a,-,-,y
lagw1237,-,-,-,-,-,-,-,n,-,k,-,-,u,-,-,m,3,t,3,-,-,-
mser1242,-,-,-,m,s,7,a,l,a,k,-,-,u,-,-,m,u,t,u,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,b,-,-,3,-,-,m,3,d,3,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,m,-,d,u,-,-,-
malg1250,-,-,-,g,-,-,-,-,-,b,-,-,3,-,-,m,-,d,3,-,-,-
budu1265,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-,d,i,-,-,-
maje1243,-,-,-,-,-,-,3,N,-,b,-,-,3,-,z,m,-,-,a,-,-,-
mbar1260,-,-,-,-,-,-,-,-,-,m,-,-,a,7,d,m,a,r,a,-,-,y
marg1265,-,-,-,N,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-
bata1314,-,-,-,m,-,-,-,-,-,b,u,s,3,-,-,m,-,t,o,-,-,-
