language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
muya1243,-,s,-,3,-,s,-,-,o,l,-,-,-
dugw1239,-,s,-,u,-,s,-,-,o,l,-,-,-
mere1246,-,s,-,3,-,s,-,-,a,l,-,-,-
nort3047,-,s,-,a,-,s,-,-,a,l,-,-,-
mbuk1243,-,s,-,3,-,s,-,-,a,l,-,-,a
cuvo1236,-,d,-,a,-,s,k,w,a,l,-,-,-
buwa1243,-,t,-,o,f,s,-,-,o,l,-,-,o
gava1241,-,s,-,-,-,-,-,-,3,l,-,-,-
mbed1242,-,t,-,a,p,s,-,-,a,l,-,-,-
kamw1239,-,t,-,-,-,-,-,-,-,l,i,k,o
suku1272,-,f,w,o,-,y,m,b,3,L,i,-,-
lagw1237,-,g,-,e,-,r,-,g,e,r,-,-,-
mser1242,n,k,-,-,-,-,-,7,a,l,-,-,-
mpad1242,-,g,-,u,-,l,-,f,o,-,-,-,-
malg1250,-,g,-,-,-,r,-,-,o,-,-,-,-
