language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
dugw1239,-,-,m,u,-,l,-,-,-,-,g,-,o,y,-,-,-
mere1246,-,-,d,a,-,l,-,a,-,-,g,w,a,d,a,m,-
mere1246,-,-,d,-,-,-,-,a,-,-,g,w,a,d,a,m,a
nort3047,-,-,m,u,-,l,-,-,-,-,g,-,o,y,-,-,-
cuvo1236,-,-,d,a,w,s,-,a,-,-,g,w,-,-,a,m,-
buwa1243,-,n,d,3,-,r,-,e,y,N,g,w,o,y,o,N,-
gava1241,-,n,d,-,-,r,-,e,-,N,g,w,o,y,o,N,-
mbed1242,-,n,d,3,-,r,s,o,-,-,g,-,-,-,o,m,-
lagw1237,-,-,b,-,-,-,-,a,b,-,r,-,-,-,a,-,-
mser1242,y,a,m,-,-,-,-,-,b,a,l,w,-,-,e,-,-
afad1236,-,-,m,-,-,-,-,a,b,-,r,-,-,-,e,-,-
mpad1242,-,-,m,a,-,s,-,a,-,-,r,-,-,-,-,-,-
malg1250,-,-,m,a,-,s,-,a,-,-,r,-,-,-,-,-,-
budu1265,-,-,m,a,-,h,-,a,-,-,r,-,-,-,-,-,-
haus1257,-,-,m,a,-,s,-,a,-,-,r,-,a,-,a,-,-
chad1249,-,-,m,a,-,s,-,a,-,-,r,-,-,-,-,-,-
