language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
vame1236,-,-,-,h,-,-,3,r,d,-,-,a,-,-,-,-
dugw1239,w,i,y,m,3,h,3,-,z,-,-,e,-,-,-,y
mere1246,-,-,-,m,-,-,3,-,t,-,-,e,m,b,e,z
nort3047,L,u,-,m,-,-,a,s,t,-,-,-,-,-,-,-
mbuk1243,-,-,-,f,-,-,3,-,d,n,g,a,-,-,-,-
mbuk1243,-,-,-,p,-,-,3,-,d,-,-,E,-,-,-,k
cuvo1236,-,-,-,p,-,-,3,-,d,-,-,e,k,-,-,w
buwa1243,-,-,-,p,-,-,3,-,d,-,-,e,k,-,-,w
mbed1242,-,-,-,p,-,-,y,-,d,-,-,e,-,-,-,d
kamw1239,-,-,-,p,-,-,3,-,d,-,-,i,-,-,-,-
suku1272,-,-,-,p,-,-,i,-,d,-,o,e,-,-,-,k
lagw1237,-,-,-,b,-,-,e,-,l,-,-,-,-,-,-,-
mser1242,-,-,-,b,-,-,e,-,l,-,-,-,-,-,-,-
afad1236,-,-,-,b,-,-,i,-,l,-,-,-,-,-,-,-
mpad1242,-,-,-,b,-,-,i,-,l,-,-,-,-,-,-,-
malg1250,-,-,-,b,-,-,i,-,l,-,-,a,-,-,-,-
mbar1260,-,-,-,b,-,-,e,-,l,-,-,e,-,-,-,-
chad1249,-,-,-,m,-,-,u,-,s,-,-,-,-,-,-,-
