language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kamw1239,-,-,l,a,n,-,-,k,-,-,-,-,w,a,-,-,-,-,-
lama1288,-,-,p,a,-,-,-,-,-,-,-,-,d,a,-,-,-,-,-
nyim1251,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
vame1236,r,a,m,3,t,-,-,s,-,-,-,-,k,a,-,-,-,-,-
dugw1239,-,-,m,a,-,-,-,l,-,-,-,a,h,a,y,a,b,e,d
gemz1238,-,-,m,3,m,-,-,t,-,-,-,-,-,a,-,-,-,-,-
nort3047,l,u,b,a,-,-,-,-,-,-,-,-,v,a,g,a,y,-,-
cuvo1236,-,-,p,3,-,-,-,s,-,-,-,a,h,a,-,-,-,-,-
buwa1243,-,m,p,-,-,-,-,-,-,-,-,o,s,-,-,-,-,-,-
gava1241,-,-,k,-,-,-,-,-,-,-,-,o,h,-,-,-,-,-,-
mbed1242,-,i,p,u,-,-,-,s,u,i,k,a,h,a,-,-,w,-,-
mbar1260,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lagw1237,-,-,f,-,-,-,-,-,-,-,-,-,-,a,w,u,n,-,-
mser1242,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
mpad1242,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
mpad1242,-,-,f,-,-,-,-,-,-,-,-,-,-,a,t,3,n,-,-
malg1250,-,-,h,3,n,d,3,s,-,i,t,-,r,a,-,-,-,-,-
zina1234,-,-,p,a,-,-,-,-,-,-,-,-,y,a,-,-,-,-,-
