language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
molo1266,-,-,-,-,a,-,-,w,-,a,k,-,-,-
muya1243,-,-,-,-,o,-,-,w,-,o,k,-,-,-
muya1243,-,-,-,-,o,-,-,w,-,o,k,-,-,-
wuzl1236,-,-,-,-,a,-,-,w,-,a,k,-,-,-
vame1236,-,-,-,-,a,-,-,w,-,a,k,-,-,-
dugw1239,-,-,-,-,a,-,-,w,-,a,k,-,-,-
mere1246,-,-,-,-,-,-,-,w,-,a,k,-,-,-
mere1246,-,-,-,-,-,-,-,w,-,a,k,-,-,-
nort3047,-,-,-,-,a,-,-,w,-,-,-,-,-,-
mbuk1243,-,-,-,-,a,-,-,w,-,a,k,-,-,-
cuvo1236,-,d,-,-,a,-,k,w,-,-,-,-,-,-
mofu1248,-,d,-,-,a,-,k,w,-,-,-,-,-,-
buwa1243,-,-,-,-,N,-,h,w,-,o,-,-,-,-
gava1241,-,-,-,-,N,-,h,w,-,o,-,-,-,-
mbed1242,-,g,e,n,a,-,-,w,-,-,-,-,-,-
bald1241,-,-,-,-,a,-,-,w,-,u,7,-,-,-
kamw1239,-,-,-,-,-,-,k,w,-,o,-,-,-,-
psik1239,-,-,-,-,-,-,k,w,-,3,-,-,-,-
suku1272,i,y,-,-,u,-,k,-,-,-,-,-,-,-
lama1288,-,-,-,-,o,-,g,-,-,o,-,-,-,-
mafa1239,-,d,-,-,u,-,k,w,d,u,k,w,a,a
lagw1237,-,-,-,-,u,-,f,-,-,u,-,-,-,-
mser1242,-,-,-,-,n,-,g,-,-,o,-,-,-,-
afad1236,m,b,-,-,o,l,g,-,-,o,y,-,-,e
mpad1242,-,h,-,-,3,n,g,w,-,o,-,-,-,-
malg1250,-,d,-,-,3,l,g,-,-,e,-,-,-,-
masl1241,m,b,-,-,o,l,g,-,-,o,y,-,-,e
budu1265,-,-,-,-,-,-,k,-,-,a,n,-,-,i
maje1243,-,d,-,-,i,s,-,-,-,a,-,-,-,-
marg1265,-,-,-,-,-,-,k,-,-,u,-,-,-,-
bata1314,-,-,-,-,-,-,-,w,-,o,t,-,-,o
