language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
dugw1239,-,-,m,a,-,-,d,-,-,-,a,y
mere1246,-,-,d,-,-,-,-,-,-,-,a,-
mere1246,-,-,d,a,-,-,d,-,-,-,a,f
nort3047,-,-,d,i,-,-,d,-,-,-,a,f
cuvo1236,-,-,t,a,-,-,n,-,-,-,a,-
buwa1243,-,-,d,o,-,-,-,-,-,-,-,-
gava1241,-,-,d,o,-,-,-,-,-,-,-,-
mbed1242,k,3,d,u,-,-,d,-,-,-,a,-
lagw1237,-,-,z,e,l,t,l,-,7,-,a,-
mser1242,-,-,z,e,-,-,y,i,m,-,i,-
afad1236,t,-,s,e,-,-,l,-,-,-,-,-
mpad1242,-,-,s,e,-,-,-,-,-,-,-,-
malg1250,-,-,s,e,-,-,d,3,k,p,a,-
budu1265,-,-,t,3,-,-,-,-,k,-,a,w
