language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
molo1266,o,d,o,d,-,o,-,-,-,-,-,-
molo1266,n,d,3,l,-,e,-,-,b,-,e,n
wuzl1236,-,d,a,l,-,a,-,-,b,-,-,-
vame1236,n,d,3,l,-,3,-,-,b,-,e,k
dugw1239,a,d,o,d,-,o,-,-,-,-,-,-
mere1246,n,d,3,l,-,e,-,-,b,-,-,-
nort3047,-,d,i,l,-,e,-,-,b,-,-,-
cuvo1236,-,-,-,r,w,e,-,-,b,-,a,L
buwa1243,n,d,o,k,-,o,-,-,b,-,o,y
gava1241,-,d,-,r,-,-,-,-,-,-,i,S
mbed1242,n,d,a,k,-,a,-,-,b,-,a,y
kamw1239,-,-,-,r,-,e,n,k,y,-,i,-
lagw1237,n,d,3,r,-,-,-,-,b,-,i,-
mser1242,n,d,3,r,-,-,-,-,b,-,e,-
afad1236,m,d,3,r,-,-,-,-,b,-,i,-
mpad1242,m,d,a,-,-,-,-,-,b,-,e,-
malg1250,-,l,u,-,-,-,-,-,d,-,3,-
budu1265,-,b,o,-,-,-,-,-,b,-,i,-
maje1243,-,-,a,r,-,a,-,-,b,-,e,-
hwan1240,-,t,a,-,-,-,-,-,b,r,a,-
gaan1243,-,t,a,-,-,-,-,-,b,t,a,-
