language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kamw1239,-,-,n,t,s,i,g,-,w,-,-,i,-,-
nyim1251,m,u,n,-,-,-,g,-,d,-,-,i,-,-
dugw1239,-,-,l,-,-,u,-,-,w,-,-,e,-,t
gemz1238,-,-,l,-,-,u,-,-,w,-,-,e,-,t
nort3047,-,-,l,-,-,i,-,-,w,-,-,e,-,s
cuvo1236,-,-,l,-,-,u,-,-,w,-,-,e,-,T
buwa1243,-,-,l,-,-,3,-,-,w,-,-,e,-,T
gava1241,-,-,T,-,-,i,N,-,g,-,-,i,-,L
mbed1242,-,-,l,-,-,u,-,-,w,-,-,i,t,S
kanu1281,-,-,k,-,-,a,n,u,r,-,-,a,-,m
lagw1237,-,-,h,-,-,i,n,-,g,-,-,i,-,-
mser1242,-,-,h,-,-,3,n,-,g,-,-,i,-,-
afad1236,-,-,h,-,-,3,n,-,b,-,-,i,-,-
mpad1242,-,-,m,-,-,3,-,-,g,-,-,3,-,-
malg1250,-,-,m,-,-,3,n,-,g,-,-,3,-,-
maje1243,-,-,v,-,r,a,-,-,g,w,a,y,-,a
