language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
kamw1239,-,-,m,-,3,-,-,-,-,r,-,i,-,g,-,-,-,-,-,-,-,3,-
kamw1239,-,-,-,-,-,-,-,-,-,d,z,i,-,g,w,a,-,-,l,a,m,o,-
psik1239,d,i,b,-,3,-,-,-,-,d,-,i,-,b,-,-,-,-,-,-,-,3,-
lama1288,-,-,g,-,-,-,-,-,-,-,-,3,-,v,-,3,-,-,d,-,-,-,-
nyim1251,-,-,g,-,u,-,-,-,-,d,y,i,-,-,-,-,-,-,-,-,-,-,-
molo1266,-,-,d,-,a,-,-,-,-,d,-,3,w,g,-,a,-,-,-,-,-,-,-
molo1266,-,-,-,-,-,-,-,-,-,-,-,o,-,k,-,o,-,-,s,-,-,-,-
muya1243,-,-,-,-,-,m,u,-,-,k,-,u,-,b,k,u,-,-,b,-,-,-,-
muya1243,-,-,d,-,3,-,-,-,-,d,-,o,-,d,-,3,-,-,k,-,-,-,-
muya1243,-,-,-,-,o,-,-,-,-,k,-,-,-,w,-,o,-,-,s,-,-,-,-
muya1243,-,-,d,-,3,N,-,-,-,g,-,u,-,f,-,o,-,-,-,-,-,-,-
muya1243,-,-,-,-,-,m,i,d,i,s,-,e,-,-,-,-,-,-,n,-,-,i,-
muya1243,-,-,d,-,3,b,u,L,-,d,-,3,-,b,-,u,-,-,L,-,-,-,-
wuzl1236,-,-,m,-,3,-,-,-,-,g,-,-,-,-,-,u,-,-,l,i,y,o,-
wuzl1236,-,-,-,-,a,-,-,-,-,k,-,-,-,w,-,a,-,-,s,-,-,-,-
dugw1239,-,-,-,-,a,N,-,-,-,g,-,-,-,-,-,a,-,-,l,-,-,-,-
mere1246,-,-,m,-,3,N,-,-,-,g,-,-,-,-,-,a,-,-,l,-,-,-,-
gemz1238,-,-,m,-,3,N,-,-,-,g,-,-,-,-,-,a,-,-,l,-,-,-,-
mbuk1243,-,-,m,-,a,m,-,-,-,b,-,a,-,d,-,a,-,-,k,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,g,-,u,-,s,-,o,-,-,n,-,-,-,-
mbuk1243,-,-,m,-,o,-,-,-,-,k,-,o,k,w,-,a,-,-,b,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,r,-,3,-,m,-,a,-,-,-,-,-,-,-
mbuk1243,-,-,b,-,3,-,-,-,-,r,L,o,-,L,-,o,-,-,-,-,-,-,-
nort3047,-,-,m,-,3,n,-,-,-,g,-,-,-,-,-,a,-,-,l,-,-,-,-
cuvo1236,-,-,m,-,3,-,-,-,-,z,-,-,-,-,-,a,-,-,-,-,-,-,-
buwa1243,-,-,m,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,-
mbed1242,-,-,m,b,e,-,-,-,-,z,-,-,-,-,-,a,-,-,-,-,-,-,-
bald1241,-,-,m,-,a,-,-,-,-,g,-,-,-,-,-,i,-,-,l,-,-,-,-
kanu1281,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,i,s,-,-,3,-
kanu1281,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,r,z,-,-,a,m
lagw1237,-,-,m,-,-,-,-,-,-,b,-,-,-,-,-,o,d,o,d,-,-,i,-
mser1242,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,i,S,-,-,i,-
afad1236,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,i,s,-,-,i,-
mpad1242,-,-,n,-,-,-,-,-,-,g,-,-,-,-,-,u,-,r,z,-,-,a,m
mpad1242,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,y,S,-,-,i,-
malg1250,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,i,s,-,-,3,-
maje1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,l,-,-,e,-
mafa1239,-,-,m,b,3,-,-,-,-,z,-,-,-,-,-,a,-,-,-,-,-,-,-
dghw1239,-,-,n,d,3,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-
