language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kamw1239,-,-,-,-,Z,-,-,-,-,-,i,-,r,t,-,-,-,3,-
nyim1251,t,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,-
molo1266,-,-,-,-,b,-,-,-,-,-,a,-,l,-,-,-,-,-,-
muya1243,-,-,-,-,h,-,-,-,-,-,3,-,r,t,-,-,-,o,y
muya1243,-,-,-,-,t,-,-,-,-,-,3,-,l,f,-,-,-,3,N
dugw1239,m,3,-,-,h,-,-,-,-,-,3,-,l,b,e,-,-,-,y
mere1246,-,-,-,-,b,-,-,-,-,-,3,-,l,-,-,-,-,-,-
gemz1238,m,e,-,-,b,-,-,-,-,-,3,-,L,-,a,d,-,a,y
mbuk1243,-,-,-,-,b,-,-,-,-,-,a,-,l,-,-,-,-,-,-
nort3047,l,i,-,-,h,-,-,-,-,-,i,-,d,-,a,g,w,a,t
cuvo1236,-,-,-,-,g,-,-,-,-,-,u,-,g,-,-,-,z,a,-
buwa1243,-,-,-,-,h,-,-,-,-,-,3,-,b,-,-,-,-,o,l
buwa1243,-,-,-,-,y,-,-,-,-,-,3,-,r,-,-,-,-,o,d
gava1241,-,-,-,-,k,-,-,-,-,-,u,-,s,-,-,-,-,o,h
mbed1242,-,-,-,-,k,-,-,-,-,-,o,t,S,-,-,-,-,e,k
lagw1237,-,-,-,-,z,u,n,m,a,t,a,-,d,-,-,-,-,3,-
mser1242,-,-,-,-,l,-,-,-,-,-,a,-,g,-,-,-,-,o,-
afad1236,-,-,-,-,l,-,-,-,-,-,a,-,7,-,-,-,-,o,-
mpad1242,-,i,m,a,r,-,-,-,-,-,a,-,g,-,-,-,-,3,-
mpad1242,-,i,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,e,-
malg1250,-,-,-,-,l,-,-,-,-,-,a,-,g,-,-,-,-,a,-
