language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
vame1236,-,-,-,-,-,-,-,-,-,p,-,3,s,-,a,r,-,-,i,s,a,-,-,-,v,-,-,e,N
dugw1239,-,m,3,-,-,-,-,-,-,w,-,e,t,-,e,d,-,-,-,-,e,-,-,-,y,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,w,-,u,t,-,e,d,-,-,-,-,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,a,-,-,-,-,-,-,w,-,u,t,-,e,d,s,3,a,d,a,T,a,m,b,u,r,o,m
mbuk1243,-,-,a,-,-,-,-,-,-,w,-,u,t,-,e,d,-,-,-,-,a,-,-,m,b,u,r,o,m
cuvo1236,-,m,a,-,-,-,-,-,-,w,-,e,T,k,e,d,-,-,-,t,a,-,-,-,y,-,-,a,m
buwa1243,-,l,a,-,-,-,-,-,-,w,-,-,-,-,E,d,-,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,-,s,o,-,-,-,-,-,-,s,-,-,-,-,3,n,-,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,s,3,s,3,-,m,t,e,v,-,-,-,-,a,N,-,-,-,-,-,-,-,-,-,-,-,-,-
kamw1239,-,-,-,-,-,-,-,-,-,m,-,a,-,-,-,d,-,-,-,-,a,-,-,-,k,-,-,-,-
suku1272,-,-,-,-,-,-,-,-,-,w,-,u,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-
suku1272,m,b,3,r,3,m,m,-,3,w,-,u,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,-,-,-,b,-,a,-,-,-,r,-,-,-,-,a,k,-,-,7,-,-,3,-
mser1242,-,-,-,-,-,-,-,-,-,b,-,a,-,-,-,r,-,-,-,-,a,k,-,-,7,-,-,3,-
afad1236,-,s,3,-,-,-,-,-,-,w,-,a,-,-,-,l,-,-,-,-,-,-,-,-,t,-,-,i,-
mpad1242,-,s,-,-,-,-,-,-,-,w,-,a,-,-,-,l,-,-,-,-,-,-,-,-,t,-,-,3,-
malg1250,-,-,-,-,-,-,-,-,-,b,r,a,-,-,-,k,-,-,-,-,-,-,-,-,7,-,-,3,-
budu1265,-,-,-,-,-,-,-,-,-,m,-,3,-,-,-,l,-,-,-,-,a,-,-,-,y,-,-,i,-
hwan1240,-,-,-,-,-,-,-,-,-,t,-,3,-,-,-,r,7,-,-,y,a,-,-,-,n,-,-,a,-
