language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
suku1272,-,-,-,-,-,-,-,-,g,3,d,-,-,-,-,a
nyim1251,-,-,-,-,-,-,-,-,y,a,r,u,-,-,b,e
molo1266,-,-,-,-,-,-,-,a,n,-,d,3,b,a,b,a
muya1243,-,-,-,-,-,-,-,o,-,-,r,o,-,-,b,o
wuzl1236,w,u,t,s,k,-,-,a,-,-,r,-,y,a,m,-
vame1236,y,-,-,-,-,-,-,a,-,-,r,-,-,a,b,a
gemz1238,-,-,-,-,k,-,-,a,n,a,r,-,-,-,-,-
gemz1238,-,-,-,-,t,o,t,o,l,a,h,-,-,-,-,-
mbuk1243,-,-,-,-,k,-,-,a,n,a,d,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,d,a,l,-,y,a,m,-
buwa1243,-,-,-,-,k,-,-,o,n,a,r,-,-,-,-,-
gava1241,-,-,-,-,k,-,-,o,n,o,r,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,-,n,-,d,u,-,-,-,-
kanu1281,-,-,-,-,-,-,-,-,y,a,r,-,-,a,w,a
lagw1237,-,-,-,-,k,-,-,a,n,a,r,-,-,-,-,-
mser1242,-,-,-,-,-,-,-,-,m,a,s,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,m,a,t,-,-,-,s,i
mpad1242,-,-,-,-,b,-,-,a,y,a,r,-,-,-,-,a
malg1250,-,-,-,-,k,-,-,a,n,a,r,-,-,-,-,-
